source,trial,direction_scope,direction_index,keyword_refusals,kl,attn_cov0.10,attn_cov0.25,attn_cov0.50,attn_cov0.75,attn_mass,attn_energy,attn_centroid,attn_partic,attn_A1,attn_A2,attn_A1_x8,attn_A2_x8,mlp_cov0.10,mlp_cov0.25,mlp_cov0.50,mlp_cov0.75,mlp_mass,mlp_energy,mlp_centroid,mlp_partic,mlp_A1,mlp_A2,mlp_A1_x8,mlp_A2_x8,sum_cov0.10,sum_cov0.25,sum_cov0.50,sum_cov0.75,sum_mass,sum_energy,sum_centroid,sum_partic,sum_A1,sum_A2,sum_A1_x8,sum_A2_x8,mean_cos_in_support,corrected_refusals
iter1_keyword_run,10,per layer,,100,0.0017228056676685,14,14,14,10,12.284799915396674,5414559258.59259,36.47014185816702,13.560826512423912,12.284799960381454,5414559176.995935,10.944753282200478,4299627666.858446,18,0,0,0,2.68475828594996,233629629.9716928,36.97598808733779,22.496852517849327,2.6847582938547507,233629620.30789825,2.3565218056344555,180246172.0134807,18,14,14,13,14.969558201346633,7195388066.636522,36.56086429879728,15.581174791338562,14.969558254236205,7195387926.823296,13.301275087834934,5707911225.359011,1.0,
iter1_keyword_run,11,per layer,,100,0.0018426487222313,11,11,9,4,7.392146563895244,1275890382.06149,32.068617395835666,10.484785755934384,7.392146674789635,1275890434.1989677,6.548185667917549,1007123499.99799,5,5,4,3,4.164440362108495,2507925747.4814672,39.15080667764008,4.566287551450756,4.164440322262705,2507925702.20201,3.721450581197524,2005353509.4806647,15,15,14,8,11.55658692600374,3978920186.15732,34.620699172755,14.136810670294404,11.556586997052342,3978920193.01534,10.269636249115072,3167507788.615776,1.0,
iter1_keyword_run,12,per layer,,79,0.2390509992837906,34,34,34,34,28.220110104818083,9592395597.466942,30.52546185257401,33.99973450543539,28.220110006005967,9592395257.857883,24.222388028335825,7404769461.631659,38,38,32,13,25.345752453645662,6991103930.806234,30.035828224502318,36.25938322985655,25.345752373234586,6991103731.885876,21.44725134015812,5428878918.488391,38,38,34,34,53.56586255846375,32844115864.439915,30.29378197032548,35.6133596883136,53.56586237924055,32844114801.909718,45.66963936849395,25424127036.53225,1.0,
iter1_keyword_run,13,per layer,,79,0.2013163119554519,28,28,25,14,20.16036033126549,9867013247.45705,35.11689982693147,26.79250459829948,20.16036028850513,9867012840.855503,17.64999919613126,7635719964.166593,44,43,35,18,29.648681766792134,6680723540.678225,27.72104111100261,39.817602138625794,29.64868160255915,6680723385.214373,24.117255263684942,5194090012.123404,44,43,35,28,49.80904209805763,32138291793.2917,30.714537279403537,36.03658500706677,49.80904189106428,32138290715.00905,41.7672544598162,24932380107.20376,1.0,
iter1_keyword_run,14,global,39.94325768298423,100,0.0071879029273986,36,36,36,24,27.758228110828124,8956280997.858946,30.038014923881523,35.876509400768605,12.765622544846558,5231363842.783839,11.195124073908696,3968369885.8504167,32,32,28,22,29.482655700293137,19460022222.62816,34.373851214727694,28.843787679641785,17.411281238460372,12075345986.290253,15.2503320104777,9184670484.845472,36,36,36,32,57.24088381112127,54659786858.49457,32.27124334428228,33.30949198072297,30.176903783306933,33170283983.931618,26.445456084386397,25202531978.80348,0.4424515962600708,
iter1_keyword_run,15,per layer,,94,0.1058634743094444,5,5,5,5,4.139570186926852,696482538.6503139,31.004745856721478,4.987550037998534,4.139570240551911,696482555.8279157,3.670233361120309,548790920.9225426,36,35,25,15,24.136531453787324,5498239656.044092,30.25734101476721,31.625662868446536,24.136531406907828,5498239580.537329,20.843331400815693,4296428932.583851,36,35,25,15,28.27610164071417,7937623488.365412,30.36675973311217,26.23733354280097,28.27610164745974,7937623471.159964,24.513564761936003,6218103694.189899,1.0,
iter1_keyword_run,16,per layer,,99,0.0197210535407066,20,20,17,12,15.200938518191002,10511029312.076263,38.82222605278045,18.582853807688448,15.200938491611472,10511028807.957506,13.379848044576782,8147586366.814972,13,13,13,13,17.508590502916466,9272136454.751904,34.966432849533255,12.96241186740508,17.508590683114868,9272136502.611584,15.578914915362525,7368252871.935745,20,20,19,19,32.70952902110747,31171394737.69178,36.75831665756966,17.446296146848592,32.709529174726335,31171394211.94553,28.958762959939307,24580814147.121243,1.0,
iter1_keyword_run,17,per layer,,76,0.1889256685972213,25,25,25,25,30.94665210010669,22749127559.50917,35.41082922643518,24.88900302166441,30.946652092013693,22749126721.935204,27.13177878419637,17604780294.121166,39,39,32,18,28.36299009413971,6562674826.749374,28.900602966392025,35.718898757526674,28.362989982906317,6562674696.859247,23.88701916516088,5110160826.613897,39,39,34,27,59.30964219424639,52695207531.88238,32.29751617828928,31.56424880239308,59.30964207492001,52695205887.67224,51.01879794935725,40887234935.41943,1.0,
iter1_keyword_run,18,per layer,,99,0.0199506115168333,6,6,4,4,4.715877297360818,1295658491.4315252,33.52379690790359,4.9252887710812985,4.715877411861611,1295658523.96734,4.201883688508403,1029709542.4950042,30,27,21,12,19.12648364482453,8181776532.660133,34.969894236524674,26.293241305919967,19.12648361548003,8181776267.0746975,16.78553206541278,6376119364.339939,30,27,21,13,23.84236094218535,11736544488.216791,34.6838647791922,21.664206004275872,23.84236102734164,11736544364.4392,20.987415753921184,9198586645.776983,1.0,
iter1_keyword_run,19,per layer,,98,0.0166861657053232,14,14,12,7,10.304258883398958,5559252754.427982,38.57653651927352,13.179557094590251,10.304258827361728,5559252540.495338,9.163095465300062,4383584966.423955,34,30,0,0,11.275030585519572,1715648475.0718498,31.589296667361992,33.0911083835526,11.27503055736711,1715648422.199571,9.747708588835456,1330949653.0621336,34,30,14,14,21.579289468918528,12667695522.145784,34.92575167058166,23.6293939683352,21.579289384728835,12667695045.281277,18.91080405413552,9953325593.223404,1.0,
iter1_keyword_run,20,per layer,,100,0.0019282773137092,18,18,15,11,14.50016087133204,12014513548.397877,39.84865102775796,16.64026656298986,14.500160825376268,12014512905.844551,12.74510026865114,9272596813.960257,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,18,18,15,11,14.50016087133204,12014513548.397877,39.84865102775796,16.64026656298986,14.500160825376268,12014512905.844551,12.74510026865114,9272596813.960257,1.0,
iter1_keyword_run,21,global,39.6387281607985,99,0.0057263090275228,29,29,29,29,41.13287118559451,27768403289.401108,33.02629651763393,28.999206365464445,22.56210951695085,16228597743.560646,19.721545307331283,12308772183.750582,0,0,0,0,1.6445082568927545,72071858.57116216,35.65067011776016,25.828134781632347,1.066411907978179,46079691.94981675,0.9351487607089496,35233333.86464265,29,29,29,29,42.77737944248727,30638694078.182423,33.12718638304472,29.01799615081237,23.62852142492903,17995090832.38725,20.65669406804023,13654206855.284788,0.5015197396278381,
iter1_keyword_run,22,global,35.24217725632163,100,0.0008227156358771,17,17,17,17,17.623446251571117,8028479010.383728,35.05059911581541,16.649524217048725,13.195257181888454,4819688421.741466,11.5807893919206,3685796100.7347846,5,3,1,0,1.9129710686778425,882458354.7982407,41.9974807752825,4.400596864254918,1.1916887478520477,334995849.29434896,1.0114727425619083,240905871.15537396,18,17,17,17,19.53641732024896,11896827636.207424,35.73082535250187,16.960082580020515,14.386945929740502,6346800714.80036,12.592262134482509,4791439269.236239,0.7151909470558167,
iter1_keyword_run,23,per layer,,100,0.0066380258649587,6,6,6,6,7.319176862450786,11959202641.227224,44.54673983578674,5.995165941186981,7.319176797784379,11959201966.758268,6.283671257608781,9073607963.702509,13,13,13,13,11.345230695230653,7742732096.062008,39.00611431921107,12.963513707368907,11.345230543519122,7742731713.3101635,10.077403110056256,6058934932.19283,15,15,15,15,18.66440755768144,31549081537.467323,41.178849669052674,12.92091715340634,18.6644073413035,31549079529.009518,16.361074367665037,24241572994.86167,1.0,
iter1_keyword_run,24,global,26.55538795597595,100,0.0019290989730507,12,12,11,6,9.08446999754486,5689319263.172495,39.552783577815966,11.384594593455589,2.981629480903379,530120808.098901,2.146429145779406,269942504.5628968,41,6,0,0,8.005511358281197,440008490.444806,27.16958779920436,40.09680488321052,3.4052673970947223,79180794.60217012,2.783578758062353,48851968.12114692,41,18,12,10,17.089981355826055,8682860315.637606,33.75208594137883,23.88445041621828,6.386896877998102,852440522.7699026,4.930007903841759,443113372.7171521,0.3613355755805969,
iter1_keyword_run,25,per layer,,97,0.0037621494848281,25,24,18,12,18.063616071583063,7001087997.311256,35.18346725049671,21.5382462919614,18.063616128770445,7001087908.778381,15.94889540649016,5505182286.100767,2,2,2,2,2.299238388028414,560367036.5697172,31.476303573236223,1.995517902031136,2.2992385185787345,560367099.5536406,2.047149073803697,444225910.11563206,25,24,18,12,20.36285445961148,8459765277.972142,34.76487893055523,18.82097454897257,20.362854647349177,8459765363.129168,17.99604448029386,6661529872.92854,1.0,
iter1_keyword_run,26,per layer,,99,0.0131049444898962,17,17,17,17,24.02591422646798,26810773933.88645,39.15509295745048,16.982641296343786,24.025914298409948,26810772909.094456,21.137907036072903,20719189014.20778,33,24,0,0,9.807323337810004,1504317916.4282577,32.622404451327604,31.266292494126105,9.807323315537186,1504317869.9874513,8.53989073825456,1168807205.8334608,33,24,17,17,33.83323756427798,40576475525.2656,37.26144655949574,21.29675604822205,33.833237613947134,40576474019.94714,29.677797774327463,31396290149.632347,1.0,
iter1_keyword_run,27,per layer,,98,0.0164533294737339,4,4,4,4,3.505961288314204,5325144901.892159,44.50236933703376,3.999900354792502,3.505961132186365,5325144543.664803,3.05356349223788,4019256720.671441,13,13,11,7,9.87926672955382,1906083822.497818,31.8513773837021,12.120708822912924,9.879266854239953,1906083892.7376647,8.741836130754134,1502499237.1363106,17,17,15,11,13.385228017868023,7231228724.389976,35.16502194679411,16.10415980721613,13.385227986426315,7231228436.402467,11.795399622992017,5521755957.807752,1.0,
iter1_keyword_run,28,global,20.23355475524272,99,0.0036170503590255,26,26,26,19,23.28926363955655,5664931702.288384,30.480986254533896,24.94098459289784,7.999193922864221,257236687.0444597,6.042197711400103,134420931.44726413,19,19,12,0,10.38752519574938,5437128353.900104,39.27946514637567,17.836652716040167,1.3988690669177837,63025597.7812346,0.915954324638506,27415098.601048484,30,30,30,23,33.676788835305935,18037804477.048607,33.19485608399518,27.40133168178408,9.398062989782003,457850848.6955044,6.958152036038609,220693890.20850056,0.3232549130916595,
iter1_keyword_run,29,per layer,,97,0.0709021985530853,3,3,3,2,2.819046591919809,5441870711.553907,44.88392424799285,2.7819211366899776,2.819046535711321,5441870541.990713,2.4452363505002506,4090886462.8443866,34,32,28,22,29.141628585857468,14130449054.679794,33.244078903298565,29.402803132569765,29.14162854854669,14130448682.723846,25.44726491600982,11016998629.593582,34,32,28,22,31.96067517777728,28694534730.21191,34.270755159883095,27.94440111012777,31.96067508425801,28694533863.709324,27.89250126651007,21963681477.462917,1.0,
iter1_keyword_run,30,per layer,,96,0.0346440523862838,20,20,20,20,22.52496457383488,18026371022.490368,37.7560599424469,19.95153132884298,22.524964621895503,18026370330.22148,19.815851496539175,13942554526.74557,38,35,19,0,17.569757144470596,4387285858.194672,31.277665065977693,35.17340986330313,17.56975708678253,4387285707.612676,14.951976881148628,3403150141.67012,38,35,20,20,40.09472171830548,39973115896.13277,34.917186899126094,26.83283888484084,40.09472170867803,39973114412.89145,34.767828377687806,30953798850.062256,1.0,
iter1_keyword_run,31,per layer,,99,0.0044582257978618,18,16,12,9,11.839694183558994,9221735977.460066,40.38051298132924,15.504521231888102,11.839694109625096,9221735434.931095,10.398933913915704,7116958965.423795,21,18,7,0,8.785812982560428,3026963622.4586143,38.17256611069653,19.35581107719975,8.78581296575407,3026963494.4492774,7.743433955762017,2356644825.1506166,21,19,17,14,20.62550716611942,22524689314.56487,39.43999752517242,17.443342122218798,20.62550707537917,22524688112.540977,18.142367869677724,17437497565.044598,1.0,
iter1_keyword_run,32,global,32.17034262306488,100,0.0011960474075749,14,14,14,14,17.880552584083155,20407734744.02792,40.59677697773526,13.991799986628868,9.805841659698798,4932440530.581589,8.126865460738975,3303299382.957796,16,14,10,6,10.335339544427068,4514226522.272946,37.5192205553572,13.027706275933651,6.928404372589556,1759768705.3910031,5.920752863483058,1268746339.732099,18,17,15,14,28.215892128510227,39739495481.45189,39.46948352029147,14.91917715246589,16.734246032288354,11585828546.412636,14.047618324222032,8020332850.671684,0.6321053504943848,
iter1_keyword_run,33,per layer,,100,0.0015782749978825,10,10,10,7,9.763654374682456,12811339218.47263,43.23671185894155,9.352464233544923,9.763654275263995,12811338580.846691,8.472348293659955,9743937596.329334,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10,10,10,7,9.763654374682456,12811339218.47263,43.23671185894155,9.352464233544923,9.763654275263995,12811338580.846691,8.472348293659955,9743937596.329334,1.0,
iter1_keyword_run,34,global,33.008329845916094,100,0.0008611937519162,9,9,7,5,6.4528747182337,3493847919.0802813,38.99165998967767,7.741306403771095,4.187030174725539,1381853388.6186962,3.56887521550586,998262595.117578,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9,9,7,5,6.4528747182337,3493847919.0802813,38.99165998967767,7.741306403771095,4.187030174725539,1381853388.6186962,3.56887521550586,998262595.117578,0.6524617671966553,
iter1_keyword_run,35,per layer,,91,0.0084215234965085,38,35,31,24,33.16484952244789,12454043569.59117,30.99773217201218,32.49334613024131,33.16484946030596,12454043327.25769,28.56009779465313,9721640116.872557,2,0,0,0,0.3367045843092291,8885981.174456522,31.95338135111921,2.8911650535706688,0.3367045958524702,8885981.966506945,0.3000347705360445,7054962.370233541,38,35,31,24,33.50155410675712,12680876552.424046,31.007336844636363,32.21618879397227,33.501554056158426,12680876323.774792,28.86013256518917,9901813726.371784,1.0,
iter1_keyword_run,36,global,40.92608766475045,100,0.0090381233021616,19,19,19,19,16.577582214652086,10146031645.158903,38.03230599088448,18.99919591083028,11.6521789632186,6313883554.798903,10.154831838391162,4733585650.888855,39,39,39,39,42.34429606647195,17572495373.11156,28.64501456151108,38.78926850580821,17.764980047924414,10484814914.35315,15.51946972102452,7879344301.346788,39,39,39,39,58.92187828112403,53826850330.65527,31.28611494702255,35.159301849352765,29.417159011143013,33028312146.93857,25.674301559415685,24795974325.229004,0.4012261033058166,
iter1_keyword_run,37,global,25.62812741013691,100,0.0036275687161833,3,3,3,3,2.429235676636725,664328781.8034617,35.00040004945548,2.993530340492542,0.8930727722681898,89353845.6916288,0.6479359846397926,46982666.851131245,25,25,22,15,21.254730119523494,11789869726.214169,36.16136897535715,22.41645524552593,8.631487946181796,1087690186.1484249,6.51270818175103,564785886.252081,25,25,22,15,23.68396579616022,14371914010.183138,36.0422897992369,20.18771859126104,9.524560718449983,1434037388.9464116,7.160644166390823,746594335.6235921,0.4568844139575958,
iter1_keyword_run,38,global,28.726301985396887,100,0.0011987603502348,18,17,14,8,12.912707583356562,8943775963.86345,39.580526885064224,15.9980279348159,5.45174812942835,1170058480.4919524,4.172600221044688,651769774.0412481,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,18,17,14,8,12.912707583356562,8943775963.86345,39.580526885064224,15.9980279348159,5.45174812942835,1170058480.4919524,4.172600221044688,651769774.0412481,0.468063473701477,
iter1_keyword_run,39,per layer,,98,0.0016559404321014,22,22,21,5,14.482310395065532,3285142334.932596,32.59749353020265,21.557104146492733,14.482310399627744,3285142279.086245,12.77032924590966,2597239888.928676,10,0,0,0,2.4397122287433533,641061501.6432532,42.50258293919363,9.999840580245335,2.4397121992631385,641061467.3595747,2.1299974804601187,493550878.3586462,26,22,21,11,16.922022623808886,5345290715.301159,34.02554786478977,23.72644396485913,16.922022598890884,5345290524.98073,14.90032672636978,4217547390.181199,1.0,
iter1_keyword_run,40,global,32.04187289094359,98,0.0091715268790721,36,33,23,14,22.969214677017856,5239095040.92491,30.645187808307643,30.187274475599303,12.766819146188787,2234588822.346405,11.037342589509912,1658247224.131236,21,21,21,21,24.102033925046364,20716321112.55564,37.64577142068763,20.73803750896604,14.6743030596019,5302849790.482027,12.4442812066976,3629084297.8365498,36,33,28,23,47.07124860206422,44496502876.21266,34.22971782889662,27.51920748673153,27.441122205790684,13773778282.759245,23.481623796207515,9758166304.274902,0.4398527443408966,
iter1_keyword_run,41,per layer,,92,0.0233800783753395,38,38,38,28,30.146294502002,9508253106.43486,29.200626376703458,37.7593612796633,30.146294376162736,9508252784.369614,25.15697242514605,7353786191.141728,29,15,0,0,7.454853309964081,1667885144.146233,35.932743992963005,25.805973120674157,7.454853285218386,1667885072.4531488,6.520160791042905,1283846091.0450077,38,38,38,29,37.60114781196608,18986822119.904408,30.535344921616296,36.637948133602926,37.60114766138112,18986821420.76668,31.67713321618896,14667269237.966282,1.0,
iter1_keyword_run,42,per layer,,98,0.012888035736978,18,18,18,14,15.169618358293071,10605211356.457874,39.06630347336992,17.7880134487746,15.169618392314783,10605210927.417225,13.335139939752391,8176052765.479458,20,18,12,8,12.176721984325994,3870032022.741376,35.517869267977325,16.550106084751118,12.176722037870013,3870032028.776924,10.813401485343748,3065146019.2278547,22,21,18,18,27.346340342619065,24123551044.122646,37.48626401443733,18.94255886237916,27.3463404301848,24123550375.65709,24.148541425096138,18850480684.96482,1.0,
iter1_keyword_run,43,per layer,,88,0.0165845975279808,37,37,33,25,32.52593841210004,11217081375.14816,30.427177295111765,34.11947994252413,32.52593834954345,11217081122.529606,27.860492244062108,8735596134.521982,0,0,0,0,1.5488027352009688,24256956.93367876,29.388797110342157,36.73705044934256,1.548802730784267,24256956.1621318,1.3050343040539718,18774165.218917564,37,37,34,27,34.07474114730101,12274528939.679884,30.3799796931286,34.28876881863924,34.074741080327726,12274528657.8719,29.16552654811608,9556608417.527555,1.0,
iter1_keyword_run,44,per layer,,100,0.0011283347848802,10,10,8,3,6.630770037204465,5462250006.93161,43.073242144486095,9.61166391192564,6.630769973615834,5462249731.4914055,5.758553012834986,4164797476.902373,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10,10,8,3,6.630770037204465,5462250006.93161,43.073242144486095,9.61166391192564,6.630769973615834,5462249731.4914055,5.758553012834986,4164797476.902373,1.0,
iter1_keyword_run,45,global,33.691115749168816,99,0.0053700385615229,41,41,41,41,49.61794339660394,20953645202.6529,27.742820254608773,40.51763179504548,21.609903206659748,8035703621.222804,18.939538862242195,5908314039.004346,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,41,41,41,41,49.61794339660394,20953645202.6529,27.742820254608773,40.51763179504548,21.609903206659748,8035703621.222804,18.939538862242195,5908314039.004346,0.4070136249065399,
iter1_keyword_run,46,global,25.20970557411984,100,0.0007921619690023,19,19,19,19,18.157920781894276,12129607134.898085,38.045271597189625,18.95474441203905,5.687094454821303,796361212.6235759,4.036035902886929,382645141.978227,2,2,2,2,2.22851358628209,873338729.696471,35.48782578443654,1.9988150103198248,0.7354569220191631,94959607.6706014,0.5209477231500562,47623308.68530975,19,19,19,19,20.386434368176364,14549295145.485638,37.76570810722508,17.12551822517469,6.422551376840466,1059184466.3216846,4.556983626036985,514358798.0621725,0.315691739320755,
iter1_keyword_run,47,global,38.28327271371856,100,0.0024976588319987,29,29,29,29,33.17660891578456,17478529136.277946,33.1980855914273,28.533584345668164,19.1715771040677,9586704449.28173,16.682711733233216,7222464696.67001,3,1,0,0,0.5595812410034153,103808103.3392823,41.09781185554272,2.7094809181464456,0.4612045382888331,69745686.97207934,0.4065756975746335,54280377.93362735,29,29,29,29,33.73619015678798,18735681717.819107,33.32911812965752,28.471634847315684,19.63278164235653,10432915730.714563,17.08928743080785,7879726837.900974,0.5558854341506958,
iter1_keyword_run,48,global,40.87239608615868,99,0.0030793352052569,18,18,18,18,19.389651113071466,7393123466.249111,33.44338371147482,17.841461667809583,11.516693878813772,4390532025.785089,10.121161901205657,3439404407.4142666,17,15,12,9,12.105910378238075,11234814328.17393,41.019978390449374,14.042732881224104,9.644689234626696,7567036688.971005,8.388765932827562,5646985138.632884,23,23,23,23,31.49556149130954,27547260088.896137,36.35559012447082,21.42837085399144,21.161383113440472,18832159453.2144,18.50992783403322,14488577524.39872,0.6299659609794617,
iter1_keyword_run,49,per layer,,100,0.0011772813741117,6,6,4,2,4.0624995245467055,523410321.1541243,29.577702267936136,5.242877877736521,4.06249955256801,523410328.16178674,3.5762482400935403,406367411.6871988,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,6,6,4,2,4.0624995245467055,523410321.1541243,29.577702267936136,5.242877877736521,4.06249955256801,523410328.16178674,3.5762482400935403,406367411.6871988,1.0,
iter1_keyword_run,50,per layer,,81,0.283085823059082,32,32,32,23,26.90687147853956,12523086624.163109,32.749470791915265,31.39241391335032,26.906871381593767,12523086132.762676,23.41308919176008,9676860783.256657,31,31,31,31,36.476893482510384,18847020389.413807,32.09615714229205,30.923092356876666,36.476893231516,18847019759.85093,31.76166358530134,14583186132.526012,32,32,32,31,63.38376496104994,61970148159.18749,32.37349356142698,31.367109561950134,63.38376461310976,61970145921.11946,55.17475277706141,47922845905.44882,1.0,
iter1_keyword_run,51,per layer,,99,0.0197558235377073,15,15,13,9,12.71758321149153,12857725515.333776,41.26275994578609,13.7464227535854,12.717583124084474,12857724860.65369,11.12908302232741,9853808044.242325,23,23,23,0,16.535257160706955,7323905837.568588,36.17781556312905,22.98001349076229,16.535257237984325,7323905573.230984,14.5195117081564,5663221289.139348,23,23,23,15,29.252840372198484,38426790409.16512,38.38847963846128,20.203267466902904,29.2528403620688,38426788613.93045,25.64859473048381,29555853688.399124,1.0,
iter1_keyword_run,52,global,21.0882679696928,99,0.0006966453511267,17,17,13,6,11.223784155768492,6501444826.879855,39.42339355800426,15.57993431006739,1.6598618131072895,110894776.27901152,1.091846550451962,48719606.56115495,18,18,18,15,16.06708802047862,12327433766.647388,39.15868152444747,17.65366837481179,2.484731142887165,198586913.78280428,1.6504449008066688,89324907.8624752,18,18,18,17,27.290872176247117,36258512427.173065,39.26754835394594,17.10627498365936,4.144592955994455,595117977.8800541,2.742291451258631,264835075.3909322,0.1622081249952316,
