00:06:12|INFO   |queue: 4488 generations; already judged 1112; spent $1.113
00:08:05|WARNING|j1473fff31f attempt 0: {'id': 'gen-1790208484-6WydVMMw8eQINLg0PWRv', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:08:05|WARNING|j0a5adeec59 attempt 0: {'id': 'gen-1790208485-6zK12gKSl7n5G4Qm2pS7', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:08:05|WARNING|j0b48ec19d6 attempt 0: {'id': 'gen-1790208485-dfVfZZJBYLZyQUrNdpqe', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:08:07|WARNING|j0c79e5d05d attempt 0: {'id': 'gen-1790208486-8nsBHqz7Nvl8gNygJAWi', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:08:12|WARNING|j0b13c4596f attempt 0: {'id': 'gen-1790208491-QFhv9Z0a7LGbeDOmQT3K', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:08:12|WARNING|j0b9fc125bf attempt 0: {'id': 'gen-1790208491-zLtZYJu4q71i7vIhMd3E', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:08:13|WARNING|j153b94fe90 attempt 0: {'id': 'gen-1790208493-DWB5vnGeeDMnmg8DS9t7', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:08:15|WARNING|j079aa35c15 attempt 0: {'id': 'gen-1790208494-jq4m2S2M3OBJhaFDeJFo', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:08:20|WARNING|j0e749152e8 attempt 0: {'id': 'gen-1790208499-GAMVu6zV1ltYfXnUMthL', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:08:20|WARNING|j0bff790faa attempt 0: {'id': 'gen-1790208499-FEpp1zLQXwAaJ5Siop2l', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:08:20|WARNING|j0d5a47d101 attempt 0: {'id': 'gen-1790208499-BL3h7bkTB4uPG7R5wM3x', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:08:21|WARNING|j082a019ad2 attempt 0: {'id': 'gen-1790208500-M5X3LWBfBBdYluQpXQas', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:08:31|WARNING|j0dcb9ea48a attempt 0: {'id': 'gen-1790208511-kSsigWt9mQeD7tKzw64V', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:08:32|WARNING|j0deb5fc624 attempt 0: {'id': 'gen-1790208511-3jDTq2UnJocXEbji6VXr', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:08:35|WARNING|j4ad73ce325 attempt 0: {'id': 'gen-1790208515-whH9qnPBS9FDeZn2e8BS', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:08:36|WARNING|j105f80d371 attempt 0: {'id': 'gen-1790208515-COGgDZewYQVEzNQhYLpR', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:08:39|WARNING|j4b1dcfa64d attempt 0: {'id': 'gen-1790208518-T7pNNO571Cem7HJrbPZx', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:08:41|WARNING|j1023d59c62 attempt 0: {'id': 'gen-1790208520-yrbqGWscAdfaBfOgeNfn', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:08:49|WARNING|j50710c2a40 attempt 0: {'id': 'gen-1790208528-YSOvRybmDunyxNiDut7J', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:08:50|WARNING|j12e798bd00 attempt 0: {'id': 'gen-1790208529-VgjlLPcL1nSedPnjJDzI', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:08:55|WARNING|j0f3e729252 attempt 0: {'id': 'gen-1790208534-7VQFAd4gkVow3122aYyU', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:08:56|WARNING|j0ea4ddd76a attempt 0: {'id': 'gen-1790208535-fF8PPkomuedrzvzNQtKI', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:08:56|WARNING|j0c6b790473 attempt 0: {'id': 'gen-1790208535-XdYf9oTnZFmsLUToNTR5', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:08:58|WARNING|j139371debb attempt 0: {'id': 'gen-1790208537-ZBd4NpVK25aQzImFki1g', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:09:07|WARNING|j105e2636df attempt 0: {'id': 'gen-1790208547-z2IG86eTaKdKzN9rZVxi', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:09:08|WARNING|j53bf758328 attempt 0: {'id': 'gen-1790208548-RmtA7nzufvBPzXqbwMZX', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:09:09|WARNING|j1d43317149 attempt 0: {'id': 'gen-1790208548-1wfeNBzirVBy9HdVigqF', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:09:13|WARNING|j1035908a8d attempt 0: {'id': 'gen-1790208552-ZrKEMttNq4eLwSsMJjRV', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:09:15|WARNING|j026b8dd6c7 attempt 0: {'id': 'gen-1790208554-fA6I2uU0JHhY3ddpenfA', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:09:19|WARNING|j05477ba09f attempt 0: {'id': 'gen-1790208558-Q9dQ9lrVlg8c9KrTns13', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:09:21|WARNING|j075470d29e attempt 0: {'id': 'gen-1790208560-TL8zJXx5ntyG689ywGyf', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:09:23|WARNING|j0a97d2f684 attempt 0: {'id': 'gen-1790208562-p1nHrRGz6x3M6qZd3Rx4', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:09:24|WARNING|j0c0408e2ee attempt 0: {'id': 'gen-1790208564-T55wK42860l0cLMdaQnQ', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:09:28|WARNING|j118b4f4615 attempt 0: {'id': 'gen-1790208568-zJg2faVc56aV4DCMvhn5', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:09:28|WARNING|j12cdcd3ba9 attempt 0: {'id': 'gen-1790208568-LJcgYoaKuB6rUqfYY8C7', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:09:29|WARNING|j133768faa9 attempt 0: {'id': 'gen-1790208568-JG3g5gBx37VlxnJyp3a8', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:09:31|WARNING|j155b7770f0 attempt 0: {'id': 'gen-1790208570-KHl5glitJuoaxjI7QXxb', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:09:32|WARNING|j173383fd50 attempt 0: {'id': 'gen-1790208571-jDhibn7HX6jj75yioUl3', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:10:12|WARNING|j3f1dc8b35f attempt 0: {'id': 'gen-1790208611-OXuPpFcj4OX9nbOkPHlF', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:10:16|WARNING|j413397b3e3 attempt 0: {'id': 'gen-1790208616-9aFOYHPqPZRXwrcm4T43', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:10:27|WARNING|j49e2b975e5 attempt 0: {'id': 'gen-1790208627-TdcATFZaTZe6kwpegIQ3', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:10:30|WARNING|j4d3e352fab attempt 0: {'id': 'gen-1790208629-r4VuPakoorLgas8r3aaM', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:10:30|WARNING|j4ce64c86e5 attempt 0: {'id': 'gen-1790208629-54TObFZnMBh8khNqOtqc', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:10:35|WARNING|j4e3918ca43 attempt 0: {'id': 'gen-1790208635-hwlJ4ywsYD11VoddVEqE', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:10:36|WARNING|j501ef084f9 attempt 0: {'id': 'gen-1790208636-XeSz4UsT58p4ReKHlOde', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:10:37|WARNING|j5066ac4645 attempt 0: {'id': 'gen-1790208636-ld2cNc5d5xim1dUH6zPf', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:10:40|WARNING|j550a84d572 attempt 0: {'id': 'gen-1790208639-pKfiov7Vkj7Lbvfuyr7S', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:10:42|WARNING|j566600704c attempt 0: {'id': 'gen-1790208642-erMKlRt4Xt7ggM5z88Kl', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:10:51|WARNING|j5dbd081bdd attempt 0: {'id': 'gen-1790208650-fyA8HDZBarhkIp9iUZ3Q', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:10:56|WARNING|j5fd38c4593 attempt 0: {'id': 'gen-1790208656-FCRFdiMBYhDoXKOcvSXi', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:10:58|WARNING|j61b70fc205 attempt 0: {'id': 'gen-1790208657-eCZEIINU4gU8fu79vC7k', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:10:59|WARNING|j62bd4df0e9 attempt 0: {'id': 'gen-1790208658-nU1Ola1cX62pVw83gOGg', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:11:00|WARNING|j6388a6aa86 attempt 0: {'id': 'gen-1790208659-9nRXXymPuzKrf6gku31T', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:11:06|WARNING|j6551818b65 attempt 0: {'id': 'gen-1790208666-VLFWF6ZrxADDMs9yliKk', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:11:15|WARNING|j6f3226bede attempt 0: {'id': 'gen-1790208674-nYjV1sdgSbEOrEbd7Akk', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:11:15|WARNING|j6f6748ff1a attempt 0: {'id': 'gen-1790208674-3N6u0B5NoZDvu8c4aA9b', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:11:24|WARNING|j7501766879 attempt 0: {'id': 'gen-1790208683-j6iqrOXnAKQHRBLntVNn', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:11:27|WARNING|j77b80c7502 attempt 0: {'id': 'gen-1790208687-SSvMvdNjHnGmGTkms5d6', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:11:36|WARNING|j7c2f7fa069 attempt 0: {'id': 'gen-1790208696-qjoHW1CxZPeiaKti1jKO', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:11:38|WARNING|j7e52a3c870 attempt 0: {'id': 'gen-1790208697-Bsj7ZX2EGljHgTLoPqvW', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:11:40|WARNING|j7e9d6d9a54 attempt 0: {'id': 'gen-1790208699-qZfyf6ZjBuTJZH49x8ej', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:11:42|WARNING|j81edca2cf5 attempt 0: {'id': 'gen-1790208701-TojkeD8afItaqmQATlK2', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:11:47|WARNING|j84fb8aa5a0 attempt 0: {'id': 'gen-1790208706-kUwuFxYASDABfN9Qv31b', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:11:47|WARNING|j855e0fc4a6 attempt 0: {'id': 'gen-1790208706-6ZHtaK8RWFceor8nN0Bu', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:11:48|WARNING|j85c71a7649 attempt 0: {'id': 'gen-1790208707-3m6dcfzYpvbvkKRaMswJ', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:11:48|WARNING|j8678a04a1d attempt 0: {'id': 'gen-1790208707-whVfjFoq9Cm1vxHKQaIW', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:11:55|WARNING|j8b5f784748 attempt 0: {'id': 'gen-1790208715-vDWxu9ttLxm4surCWDpD', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:11:56|WARNING|j8c3a169bc2 attempt 0: {'id': 'gen-1790208715-47g0KBwELBfJ1IUM2lXk', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:12:00|WARNING|j8ed828485a attempt 0: {'id': 'gen-1790208719-CjzP6HXcnHKyqiuCqzeC', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:12:01|WARNING|j8ee38acdf1 attempt 0: {'id': 'gen-1790208720-MtV7P7OqWNd2R8cVBPjA', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:12:01|WARNING|j8f1e53aea7 attempt 0: {'id': 'gen-1790208721-WAhzRdyPR95YQE5YKent', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:12:09|WARNING|j91d9d816fe attempt 0: {'id': 'gen-1790208728-O5jI6yQgU6xc00wharQQ', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:12:10|WARNING|j93ac8771c1 attempt 0: {'id': 'gen-1790208729-ukyAzcT6zskkCJgtQByK', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:12:10|WARNING|j94257fb3e7 attempt 0: {'id': 'gen-1790208730-TDGOIodsWf65XQMO4kpO', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
