source,cell_id,language,role,arm_kind,n,invalid_share,empty_share,truncation_share,hit_cap_share,rep3_max_frac_mean,rep3_max_frac_p95,distinct3_mean,glotlid_line_consistency,glotlid_all_lines_target_share,stored_lang_ok_mean,glotlid_provenance
exp10,E1_B3,sl,benign,band,40,0.0,0.0,0.0,0.0,0.025232930213108573,0.03849924585218703,0.986141509891916,0.9037500000000002,0.7,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E1_B3,sl,harmful,band,111,0.0,0.0,0.36936936936936937,0.42342342342342343,0.03560287252004168,0.14285714285714285,0.9771858662523377,0.9546546546546545,0.8468468468468469,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E1_PC_ALL,en,benign,pc_ctrl,40,0.0,0.0,0.0,0.0,0.018304039927399176,0.0253493342100937,0.9955245706710135,0.6760714285714285,0.175,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E1_PC_ALL,en,harmful,pc_ctrl,111,0.0,0.0,0.09009009009009009,0.09009009009009009,0.04578645729299281,0.14285714285714285,0.9971636177767192,0.9762012012012012,0.9459459459459459,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E1_PC_ALL,sl,benign,pc_ctrl,40,0.0,0.0,0.0,0.0,0.032182609483509504,0.14285714285714285,0.9935375796179592,0.9012499999999999,0.725,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E1_PC_ALL,sl,harmful,pc_ctrl,111,0.0,0.0,0.11711711711711711,0.12612612612612611,0.09035343781977695,0.16666666666666666,0.9989214712153957,0.9839124839124839,0.963963963963964,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E1_RND_ALL,en,benign,random_ctrl,40,0.0,0.0,0.0,0.0,0.017496034677309473,0.0244365544921272,0.9958327100957909,0.7095833333333333,0.225,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E1_RND_ALL,en,harmful,random_ctrl,111,0.0,0.0,0.09009009009009009,0.0990990990990991,0.036495717105597736,0.14285714285714285,0.998618747083162,0.9564720564720565,0.9009009009009009,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E1_RND_ALL,sl,benign,random_ctrl,40,0.0,0.0,0.0,0.0,0.03313041277131223,0.14285714285714285,0.9872949059872234,0.9195833333333333,0.775,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E1_RND_ALL,sl,harmful,random_ctrl,111,0.0,0.0,0.10810810810810811,0.12612612612612611,0.0946712192017563,0.16666666666666666,0.9969131243523557,0.9793221793221792,0.9459459459459459,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E1_STR2,en,benign,strided,40,0.0,0.0,0.0,0.0,0.014388892794589672,0.02361876396128071,0.9946598542645042,0.6879761904761905,0.15,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E1_STR2,en,harmful,strided,111,0.0,0.0,0.22522522522522523,0.27927927927927926,0.01989225957812827,0.03239289446185998,0.9956856564169929,0.8753110253110252,0.6306306306306306,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E1_STR2,sl,benign,strided,40,0.0,0.0,0.0,0.0,0.02345693387344336,0.03639730639730639,0.9899761240772109,0.9216666666666666,0.75,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E1_STR2,sl,harmful,strided,111,0.0,0.0,0.21621621621621623,0.23423423423423423,0.06252640979034821,0.16666666666666666,0.9926556533672541,0.978003003003003,0.9369369369369369,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E1_STR4,en,benign,strided,40,0.0,0.0,0.0,0.0,0.013815510588934762,0.023104903244580234,0.995864138915344,0.6692857142857143,0.175,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E1_STR4,en,harmful,strided,111,0.0,0.0,0.15315315315315314,0.18018018018018017,0.025831887491356998,0.14285714285714285,0.9959433690195896,0.9328006578006577,0.8018018018018018,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E1_STR4,sl,benign,strided,40,0.0,0.0,0.0,0.0,0.02363574616771157,0.037108262108262104,0.9873986858411147,0.9058333333333334,0.725,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E1_STR4,sl,harmful,strided,111,0.0,0.0,0.15315315315315314,0.17117117117117117,0.07181554780071439,0.16666666666666666,0.9958772895651244,0.9885027885027885,0.963963963963964,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E2_ALL,en,benign,strided,40,0.0,0.0,0.0,0.0,0.014606817712130443,0.02354341736694678,0.9934790593570014,0.6579166666666667,0.125,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E2_ALL,en,harmful,strided,111,0.0,0.0,0.4774774774774775,0.5855855855855856,0.012765479535652838,0.02299154334038055,0.9872945591196344,0.7090018590018587,0.2072072072072072,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E2_ALL,sl,benign,strided,40,0.0,0.0,0.0,0.0,0.022849329287834265,0.037037037037037035,0.9913377605607906,0.8674999999999999,0.625,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E2_ALL,sl,harmful,strided,111,0.0,0.0,0.4954954954954955,0.5495495495495496,0.025845052927980842,0.039230769230769236,0.9796828605534283,0.9303303303303303,0.7837837837837838,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E2_B2,en,benign,band,40,0.0,0.0,0.0,0.0,0.014837787293193988,0.024390243902439025,0.995190303171519,0.6580952380952381,0.125,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E2_B2,en,harmful,band,111,0.0,0.0,0.3963963963963964,0.5405405405405406,0.017334428943706917,0.024706420619185605,0.9929855682756332,0.7775418275418277,0.36936936936936937,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E2_B2,sl,benign,band,40,0.0,0.0,0.0,0.0,0.023602623686220275,0.037037037037037035,0.9907854874719704,0.8720833333333331,0.6,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E2_B2,sl,harmful,band,111,0.0,0.0,0.4954954954954955,0.5315315315315315,0.03301664781190232,0.14285714285714285,0.9865176810444641,0.9491419991419993,0.8108108108108109,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E2_B3,en,benign,band,40,0.0,0.0,0.0,0.0,0.014403455736669601,0.025383966244725734,0.9944805954793207,0.6655357142857142,0.15,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E2_B3,en,harmful,band,111,0.0,0.0,0.4954954954954955,0.5855855855855856,0.012432540034980009,0.02230514096185738,0.9927862788592355,0.7699449449449448,0.3063063063063063,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E2_B3,sl,benign,band,40,0.0,0.0,0.0,0.0,0.02312060859133799,0.037108262108262104,0.9912423985052758,0.8745833333333334,0.625,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E2_B3,sl,harmful,band,111,0.0,0.0,0.4954954954954955,0.5675675675675675,0.022681218882081543,0.039230769230769236,0.9724862677828179,0.9315208065208065,0.7477477477477478,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E2_PC_ALL,en,benign,pc_ctrl,40,0.0,0.0,0.0,0.0,0.017926152206305508,0.02446943300601837,0.9954814973700248,0.7168055555555555,0.175,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E2_PC_ALL,en,harmful,pc_ctrl,111,0.0,0.0,0.05405405405405406,0.07207207207207207,0.05277458890389002,0.14285714285714285,0.9979966281392731,0.9745924495924496,0.9369369369369369,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E2_PC_ALL,sl,benign,pc_ctrl,40,0.0,0.0,0.0,0.0,0.03232320823548812,0.14285714285714285,0.9938099782875103,0.8892857142857142,0.675,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E2_PC_ALL,sl,harmful,pc_ctrl,111,0.0,0.0,0.11711711711711711,0.11711711711711711,0.09091959372342051,0.16666666666666666,0.995131917907061,0.9795152295152295,0.9459459459459459,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E2_RND_ALL,en,benign,random_ctrl,40,0.0,0.0,0.0,0.0,0.018217477768981576,0.0253493342100937,0.9946768617763514,0.6781547619047619,0.175,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E2_RND_ALL,en,harmful,random_ctrl,111,0.0,0.0,0.08108108108108109,0.0990990990990991,0.037675502973584775,0.14285714285714285,0.9976797997694141,0.9722972972972973,0.918918918918919,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E2_RND_ALL,sl,benign,random_ctrl,40,0.0,0.0,0.0,0.0,0.03277051338301982,0.14285714285714285,0.9915124461008855,0.91625,0.725,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E2_RND_ALL,sl,harmful,random_ctrl,111,0.0,0.0,0.12612612612612611,0.12612612612612611,0.09735377869340386,0.16666666666666666,0.9971912447848287,0.9926426426426426,0.972972972972973,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E2_STR2,en,benign,strided,40,0.0,0.0,0.0,0.0,0.013987329895803133,0.024722612908266915,0.995994692862394,0.6472619047619047,0.075,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E2_STR2,en,harmful,strided,111,0.0,0.0,0.3963963963963964,0.44144144144144143,0.014670168506239476,0.02411038489469862,0.9937529973033621,0.8048798798798797,0.44144144144144143,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E2_STR2,sl,benign,strided,40,0.0,0.0,0.0,0.0,0.022808234153618472,0.03707197763801537,0.9912788752503496,0.9091666666666667,0.725,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E2_STR2,sl,harmful,strided,111,0.009009009009009009,0.0,0.36036036036036034,0.3963963963963964,0.042014331865541786,0.14285714285714285,0.980964759485715,0.953003003003003,0.8558558558558559,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E2_STR4,en,benign,strided,40,0.0,0.0,0.0,0.0,0.014428932960542356,0.02531645569620253,0.9943540345750883,0.6942261904761905,0.125,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E2_STR4,en,harmful,strided,111,0.0,0.0,0.18018018018018017,0.21621621621621623,0.0233322627011257,0.14285714285714285,0.9953330652449395,0.897082797082797,0.7027027027027027,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E2_STR4,sl,benign,strided,40,0.0,0.0,0.0,0.0,0.022746490656389375,0.038461538461538464,0.9931696484162762,0.9195833333333333,0.725,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E2_STR4,sl,harmful,strided,111,0.0,0.0,0.2072072072072072,0.21621621621621623,0.06366520841425373,0.16666666666666666,0.9917644475269485,0.9770055770055769,0.918918918918919,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E3_ALL,en,benign,strided,40,0.0,0.0,0.0,0.0,0.014329241950135319,0.024111078460182192,0.9952256588507294,0.6692261904761905,0.125,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E3_ALL,en,harmful,strided,111,0.0,0.0,0.45045045045045046,0.6216216216216216,0.012600443296540297,0.021317682695948505,0.9896103992011206,0.7088861588861589,0.1981981981981982,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E3_ALL,sl,benign,strided,40,0.0,0.0,0.0,0.0,0.02212622121257229,0.03639730639730639,0.9938353790360056,0.8825,0.675,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E3_ALL,sl,harmful,strided,111,0.009009009009009009,0.0,0.5945945945945946,0.6306306306306306,0.021187961196567604,0.038098693759071114,0.9710641212482939,0.9282282282282284,0.7567567567567568,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E3_B2,en,benign,band,40,0.0,0.0,0.0,0.0,0.015368854885327871,0.024722612908266915,0.9960574469097271,0.6569246031746032,0.1,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E3_B2,en,harmful,band,111,0.0,0.0,0.45045045045045046,0.5945945945945946,0.015244578308193656,0.024099883855981417,0.9904385925717777,0.7088796588796588,0.16216216216216217,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E3_B2,sl,benign,band,40,0.0,0.0,0.0,0.0,0.02181941375461391,0.037108262108262104,0.9955662173645692,0.8858333333333335,0.675,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E3_B2,sl,harmful,band,111,0.0,0.0,0.5225225225225225,0.5945945945945946,0.024698578390881736,0.04464285714285714,0.97653857726493,0.9409051909051909,0.7657657657657657,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E3_B3,en,benign,band,40,0.0,0.0,0.0,0.0,0.014782576295092869,0.02531645569620253,0.9945264507613324,0.6819047619047619,0.15,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E3_B3,en,harmful,band,111,0.0,0.0,0.4774774774774775,0.5855855855855856,0.012215382258197991,0.021627308861351415,0.9921059695848581,0.7684375934375934,0.3333333333333333,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E3_B3,sl,benign,band,40,0.0,0.0,0.0,0.0,0.023044926804841583,0.03777213352685051,0.9930320279986304,0.9358333333333334,0.775,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E3_B3,sl,harmful,band,111,0.009009009009009009,0.0,0.5315315315315315,0.6216216216216216,0.020354496825168003,0.03902531886541024,0.9662414665797087,0.9147361647361647,0.7027027027027027,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E3_PC_ALL,en,benign,pc_ctrl,40,0.0,0.0,0.0,0.0,0.018772287699050812,0.026948051948051912,0.9947057972646718,0.6678571428571428,0.15,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E3_PC_ALL,en,harmful,pc_ctrl,111,0.0,0.0,0.036036036036036036,0.05405405405405406,0.061335755520222184,0.14285714285714285,0.9981424261557813,0.9806413556413557,0.954954954954955,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E3_PC_ALL,sl,benign,pc_ctrl,40,0.0,0.0,0.0,0.0,0.0326625372403099,0.14285714285714285,0.993813653964723,0.8983333333333334,0.675,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E3_PC_ALL,sl,harmful,pc_ctrl,111,0.05405405405405406,0.0,0.11711711711711711,0.11711711711711711,0.08998922554294825,0.16666666666666666,0.9948813475050355,0.9336550836550837,0.918918918918919,0.9459459459459459,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E3_RND_ALL,en,benign,random_ctrl,40,0.0,0.0,0.0,0.0,0.01764435534230412,0.02473884140550807,0.9956755005348636,0.7010119047619048,0.2,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E3_RND_ALL,en,harmful,random_ctrl,111,0.0,0.0,0.09009009009009009,0.10810810810810811,0.039977897058739685,0.14285714285714285,0.9966696478169917,0.9713759213759214,0.9279279279279279,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E3_RND_ALL,sl,benign,random_ctrl,40,0.0,0.0,0.0,0.0,0.03443515027434354,0.14404761904761898,0.9929156556130712,0.89875,0.7,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E3_RND_ALL,sl,harmful,random_ctrl,111,0.0,0.0,0.07207207207207207,0.09009009009009009,0.098605908500036,0.16666666666666666,0.9989910791290441,0.9912054912054912,0.972972972972973,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E3_STR2,en,benign,strided,40,0.0,0.0,0.0,0.0,0.01439755415142913,0.02361876396128071,0.995181586520878,0.6594047619047618,0.125,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E3_STR2,en,harmful,strided,111,0.0,0.0,0.4864864864864865,0.5945945945945946,0.012859779317730382,0.02381289865343728,0.9882361465916425,0.7338277088277088,0.22522522522522523,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E3_STR2,sl,benign,strided,40,0.0,0.0,0.0,0.0,0.023018577382522158,0.037108262108262104,0.991070192890471,0.9475000000000001,0.85,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E3_STR2,sl,harmful,strided,111,0.009009009009009009,0.0,0.5405405405405406,0.5675675675675675,0.02581106286849125,0.059960798289379905,0.9766485876878084,0.935928785928786,0.8018018018018018,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E3_STR4,en,benign,strided,40,0.0,0.0,0.0,0.0,0.014571452330513376,0.024157389049870366,0.994182739460617,0.6199404761904762,0.075,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E3_STR4,en,harmful,strided,111,0.0,0.0,0.2882882882882883,0.3783783783783784,0.019567644050009398,0.030621785881252923,0.9910385953894987,0.8363958113958112,0.5225225225225225,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E3_STR4,sl,benign,strided,40,0.0,0.0,0.0,0.0,0.021760681160174582,0.03639730639730639,0.9924810947671961,0.9008333333333333,0.675,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,E3_STR4,sl,harmful,strided,111,0.0,0.0,0.3333333333333333,0.36036036036036034,0.05204518539448254,0.16666666666666666,0.9848345911094512,0.9544830544830545,0.8738738738738738,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,G1_single_site,en,benign,band,40,0.0,0.0,0.0,0.0,0.014170750700385783,0.02358750907770515,0.9929895850764255,0.6885119047619048,0.075,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,G1_single_site,en,harmful,band,111,0.0,0.0,0.3333333333333333,0.46846846846846846,0.0125726190156413,0.02197802197802198,0.992836371122221,0.8208175708175708,0.4954954954954955,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,G1_single_site,sl,benign,band,40,0.0,0.0,0.0,0.0,0.022548321335682762,0.037037037037037035,0.9888523507075316,0.9154166666666667,0.75,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,G1_single_site,sl,harmful,band,111,0.0,0.0,0.4954954954954955,0.5225225225225225,0.02225373955461579,0.043478260869565216,0.968166659342702,0.9500750750750752,0.8108108108108109,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,GRID_ALL_c1.0,en,harmful,band,41,0.0,0.0,0.9024390243902439,1.0,0.0149837313283676,0.02531645569620253,0.9921172194890938,0.6507549361207897,0.17073170731707318,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,GRID_ALL_c1.0,sl,harmful,band,41,0.0,0.0,0.926829268292683,1.0,0.026057863393874496,0.04918032786885246,0.9646171189282371,0.9121951219512197,0.7073170731707317,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,GRID_B1_c1.0,en,harmful,band,41,0.0,0.0,0.21951219512195122,0.24390243902439024,0.03563703507795321,0.14285714285714285,0.9973542930674102,0.9516260162601626,0.8780487804878049,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,GRID_B1_c1.0,sl,harmful,band,41,0.0,0.0,0.34146341463414637,0.34146341463414637,0.09233017710930544,0.14285714285714285,1.0,0.9780487804878049,0.9512195121951219,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,GRID_B2_c1.0,en,harmful,band,41,0.0,0.0,0.7317073170731707,0.8536585365853658,0.017425659092160924,0.02564102564102564,0.9930103570396484,0.7420731707317073,0.34146341463414637,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,GRID_B2_c1.0,sl,harmful,band,41,0.0,0.0,0.8536585365853658,0.9512195121951219,0.02829786109344084,0.04081632653061224,0.9788007997456307,0.9398373983739837,0.8292682926829268,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,GRID_B3_c1.0,en,harmful,band,41,0.0,0.0,0.9024390243902439,1.0,0.014497755092967487,0.025974025974025976,0.9926874717427688,0.6960220673635308,0.14634146341463414,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,GRID_B3_c1.0,sl,harmful,band,41,0.0,0.0,0.8780487804878049,0.975609756097561,0.024380820070261724,0.03773584905660377,0.9809376187366121,0.9004065040650407,0.6829268292682927,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,GRID_B4_c1.0,en,harmful,band,41,0.0,0.0,0.43902439024390244,0.5365853658536586,0.024926780397661982,0.043478260869565216,0.9958178759342005,0.8610336817653891,0.6585365853658537,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,GRID_B4_c1.0,sl,harmful,band,41,0.0,0.0,0.34146341463414637,0.4146341463414634,0.07810697057243234,0.16666666666666666,0.9931646053595677,0.9621951219512196,0.9024390243902439,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,GRID_C24_c1.0,en,harmful,band,41,0.0,0.0,0.7560975609756098,0.8536585365853658,0.01750717334253955,0.023809523809523808,0.9947623506849832,0.7482868757259001,0.34146341463414637,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,GRID_C24_c1.0,sl,harmful,band,41,0.0,0.0,0.8048780487804879,0.9024390243902439,0.0316914039099138,0.125,0.9831922200651619,0.9231707317073171,0.8048780487804879,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,GRID_C36_c1.0,en,harmful,band,41,0.0,0.0,0.8780487804878049,1.0,0.013888553825965412,0.023809523809523808,0.9950490549824628,0.6121951219512195,0.12195121951219512,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,GRID_C36_c1.0,sl,harmful,band,41,0.0,0.0,0.8780487804878049,1.0,0.02464682148527521,0.038461538461538464,0.9809017568122392,0.8995934959349593,0.7073170731707317,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,GRID_HER88_c1.0,en,harmful,band,41,0.0,0.0,0.8048780487804879,1.0,0.013778235098786217,0.025,0.9934943016958852,0.664082462253194,0.14634146341463414,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,GRID_HER88_c1.0,sl,harmful,band,41,0.0,0.0,0.926829268292683,1.0,0.02247318231555086,0.03636363636363636,0.9797819459933191,0.9024390243902439,0.7317073170731707,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
exp10,GRID_STR2_c1.0,en,harmful,strided,41,0.0,0.0,0.8048780487804879,1.0,0.014395997385210082,0.024096385542168676,0.9937162969253629,0.655952380952381,0.14634146341463414,1.0,"cis-lmu/glotlid model.bin (line-level, lines with >= 12 letters)"
