source,model,cell_id,n_en,n_sl,gap_workhorse_strict,gap_workhorse_strict_ci,gap_workhorse_strict_excl0,gap_workhorse_broad,gap_workhorse_broad_ci,gap_workhorse_broad_excl0,gap_keyword,gap_keyword_ci,gap_keyword_excl0,gap_classifier,gap_classifier_ci,gap_classifier_excl0,gap_rogan_gladen,gap_rogan_gladen_ci,gap_rogan_gladen_excl0,judge_sensitive_vs,JUDGE_SENSITIVE,gap_ci_note,DEFINITION_SENSITIVE,KEYWORD_DISAGREES
exp10,gams,E2_STR2,111,111,0.036036036036036,"[-0.090, 0.162]",False,0.027027027027026973,"[-0.081, 0.126]",False,-0.6486486486486487,"[-0.739, -0.568]",True,0.1531531531531531,"[0.027, 0.280]",True,0.07809113117516553,"[-0.045, 0.207]",False,keyword;classifier,False,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),False,True
exp10,gams,E2_STR4,111,111,0.009009009009008917,"[-0.099, 0.108]",False,-0.018018018018018056,"[-0.090, 0.063]",False,-0.8108108108108109,"[-0.883, -0.739]",True,0.05405405405405406,"[-0.054, 0.171]",False,0.050217926736668916,"[-0.054, 0.144]",False,keyword,False,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),False,True
exp10,gams,E3_ALL,111,111,-0.2072072072072072,"[-0.324, -0.081]",True,0.0,"[-0.117, 0.126]",False,-0.5135135135135135,"[-0.604, -0.423]",True,0.03603603603603604,"[-0.045, 0.117]",False,-0.2050482510729438,"[-0.315, -0.099]",True,workhorse_broad;classifier,False,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),True,False
exp10,gams,E3_B2,111,111,-0.18018018018018017,"[-0.297, -0.072]",True,-0.11711711711711714,"[-0.234, 0.000]",False,-0.43243243243243246,"[-0.523, -0.333]",True,0.03603603603603603,"[-0.063, 0.126]",False,-0.17463076743825892,"[-0.279, -0.063]",True,workhorse_broad;classifier,False,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),True,False
exp10,gams,E3_B3,111,111,-0.2252252252252252,"[-0.351, -0.090]",True,-0.08108108108108103,"[-0.189, 0.045]",False,-0.44144144144144143,"[-0.532, -0.342]",True,-0.08108108108108107,"[-0.171, 0.018]",False,-0.2232063408325765,"[-0.351, -0.090]",True,workhorse_broad;classifier,False,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),True,False
exp10,gams,E3_PC_ALL,111,111,-0.07207207207207211,"[-0.135, 0.000]",False,-0.07207207207207211,"[-0.135, -0.009]",True,-0.8828828828828829,"[-0.937, -0.820]",True,-0.009009009009009028,"[-0.063, 0.045]",False,-0.0402394369185769,"[-0.090, 0.009]",False,workhorse_broad;keyword,False,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),True,True
exp10,gams,E3_RND_ALL,111,111,0.0,"[-0.054, 0.054]",False,-0.009009009009009028,"[-0.054, 0.036]",False,-0.9459459459459459,"[-0.982, -0.901]",True,0.009009009009009028,"[-0.045, 0.072]",False,0.03351192320081875,"[0.000, 0.072]",False,keyword,False,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),False,True
exp10,gams,E3_STR2,111,111,-0.018018018018018,"[-0.144, 0.108]",False,0.04504504504504503,"[-0.072, 0.162]",False,-0.5495495495495496,"[-0.649, -0.450]",True,0.13513513513513514,"[0.036, 0.252]",True,0.012803675312466067,"[-0.117, 0.144]",False,keyword;classifier,False,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),False,True
exp10,gams,E3_STR4,111,111,-0.018018018018017945,"[-0.135, 0.099]",False,-0.009009009009009028,"[-0.108, 0.090]",False,-0.7297297297297297,"[-0.811, -0.640]",True,0.04504504504504503,"[-0.090, 0.162]",False,0.017574198805319408,"[-0.099, 0.135]",False,keyword,False,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),False,True
exp10,gams,G1_single_site,111,111,-0.18018018018018012,"[-0.307, -0.054]",True,-0.1351351351351351,"[-0.243, -0.027]",True,-0.5945945945945946,"[-0.685, -0.505]",True,-0.04504504504504503,"[-0.171, 0.081]",False,-0.16858810434731142,"[-0.297, -0.063]",True,classifier,False,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),False,False
exp10,gams,GRID_ALL_c1.0,41,41,-0.17073170731707316,"[-0.317, -0.024]",True,-0.04878048780487809,"[-0.244, 0.171]",False,-0.21951219512195122,"[-0.366, -0.098]",True,0.0,"[0.000, 0.000]",False,-0.1344592220866351,"[-0.244, -0.049]",True,workhorse_broad;classifier,False,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),True,False
exp10,gams,GRID_B1_c1.0,41,41,0.024390243902439046,"[-0.098, 0.146]",False,0.024390243902439046,"[-0.098, 0.146]",False,-0.9024390243902439,"[-0.976, -0.805]",True,0.024390243902439046,"[-0.098, 0.146]",False,0.06950800454165496,"[-0.024, 0.195]",False,keyword,False,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),False,True
exp10,gams,GRID_B2_c1.0,41,41,-0.24390243902439024,"[-0.439, -0.048]",True,-0.1707317073170732,"[-0.366, 0.025]",False,-0.4634146341463415,"[-0.610, -0.317]",True,0.02439024390243902,"[-0.171, 0.220]",False,-0.24607399973223348,"[-0.439, -0.049]",True,workhorse_broad;classifier,False,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),True,False
exp10,gams,GRID_B3_c1.0,41,41,-0.3170731707317073,"[-0.488, -0.122]",True,-0.024390243902439046,"[-0.244, 0.195]",False,-0.24390243902439024,"[-0.390, -0.122]",True,-0.04878048780487805,"[-0.171, 0.049]",False,-0.3310068364393405,"[-0.488, -0.171]",True,workhorse_broad;classifier,False,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),True,False
exp10,gams,GRID_B4_c1.0,41,41,0.19512195121951215,"[0.024, 0.366]",True,0.19512195121951215,"[0.024, 0.366]",True,-0.6585365853658537,"[-0.805, -0.512]",True,0.24390243902439024,"[0.073, 0.439]",True,0.2613704672270458,"[0.073, 0.439]",True,keyword,False,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),False,True
exp10,gams,GRID_C24_c1.0,41,41,-0.12195121951219512,"[-0.341, 0.098]",False,-0.12195121951219512,"[-0.341, 0.098]",False,-0.4634146341463415,"[-0.634, -0.317]",True,0.0,"[-0.195, 0.171]",False,-0.10681532872264055,"[-0.317, 0.098]",False,keyword,False,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),False,True
exp10,gams,GRID_C36_c1.0,41,41,-0.17073170731707316,"[-0.317, -0.024]",True,-0.07317073170731708,"[-0.268, 0.122]",False,-0.21951219512195122,"[-0.341, -0.098]",True,0.0,"[0.000, 0.000]",False,-0.1344592220866351,"[-0.244, -0.048]",True,workhorse_broad;classifier,False,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),True,False
exp10,gams,GRID_HER88_c1.0,41,41,-0.2682926829268293,"[-0.415, -0.146]",True,-0.024390243902439046,"[-0.220, 0.195]",False,-0.17073170731707318,"[-0.293, -0.073]",True,0.0,"[0.000, 0.000]",False,-0.18964607770246583,"[-0.317, -0.073]",True,workhorse_broad;classifier,False,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),True,False
exp10,gams,GRID_STR2_c1.0,41,41,-0.12195121951219512,"[-0.293, 0.049]",False,-0.04878048780487804,"[-0.268, 0.171]",False,-0.4634146341463415,"[-0.610, -0.317]",True,0.07317073170731707,"[-0.049, 0.195]",False,-0.11025941397601782,"[-0.244, 0.001]",False,keyword,False,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),False,True
exp10,gams,GRID_STR4_c1.0,41,41,-0.024390243902439046,"[-0.220, 0.195]",False,-0.07317073170731703,"[-0.268, 0.122]",False,-0.6097560975609756,"[-0.756, -0.463]",True,0.04878048780487798,"[-0.171, 0.268]",False,0.00829399973241407,"[-0.195, 0.220]",False,keyword,False,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),False,True
exp10,gams,SWAP_in_trial96,111,111,-0.20720720720720723,"[-0.324, -0.090]",True,-0.08108108108108103,"[-0.207, 0.045]",False,-0.40540540540540543,"[-0.495, -0.306]",True,0.02702702702702703,"[-0.027, 0.099]",False,-0.20536628597246737,"[-0.315, -0.099]",True,workhorse_broad;classifier,False,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),True,False
exp10,gams,dev_LOBO_13_24,40,40,-0.09999999999999998,"[-0.275, 0.100]",False,0.024999999999999967,"[-0.175, 0.250]",False,-0.15,"[-0.251, -0.050]",True,-0.025,"[-0.075, 0.000]",False,-0.08404769484754293,"[-0.250, 0.075]",False,keyword,False,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),False,True
exp10,gams,dev_LOBO_1_12,40,40,-0.175,"[-0.300, -0.075]",True,-0.09999999999999998,"[-0.325, 0.100]",False,0.0,"[-0.075, 0.075]",False,0.0,"[0.000, 0.000]",False,-0.08410121633718942,"[-0.175, 0.000]",False,workhorse_broad;keyword;classifier;rogan_gladen,True,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),True,True
exp10,gams,dev_LOBO_25_36,40,40,0.07500000000000001,"[-0.100, 0.250]",False,0.04999999999999999,"[-0.100, 0.225]",False,-0.05,"[-0.125, 0.000]",False,0.0,"[0.000, 0.000]",False,0.11481769652042756,"[-0.025, 0.275]",False,,False,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),False,False
exp10,gams,dev_LOBO_37_48,40,40,0.024999999999999994,"[-0.150, 0.200]",False,-0.024999999999999994,"[-0.200, 0.175]",False,-0.05,"[-0.125, 0.000]",False,0.025,"[0.000, 0.075]",False,0.05780989609111212,"[-0.075, 0.200]",False,,False,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),False,False
exp10,gams,dev_P12,40,40,-0.19999999999999996,"[-0.375, -0.025]",True,-0.15000000000000002,"[-0.325, 0.050]",False,-0.775,"[-0.900, -0.650]",True,-0.15000000000000002,"[-0.350, 0.025]",False,-0.18923782724439486,"[-0.375, 0.000]",False,workhorse_broad;classifier;rogan_gladen,True,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),True,False
exp10,gams,dev_P16,40,40,0.30000000000000004,"[0.100, 0.500]",True,0.30000000000000004,"[0.075, 0.500]",True,-0.05,"[-0.125, 0.000]",False,0.0,"[0.000, 0.000]",False,0.3746623491255139,"[0.175, 0.575]",True,keyword;classifier,False,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),False,True
exp10,gams,dev_P20,40,40,0.15,"[-0.025, 0.350]",False,0.15000000000000002,"[-0.050, 0.350]",False,-0.075,"[-0.150, 0.000]",False,0.0,"[0.000, 0.000]",False,0.20187385414521186,"[0.025, 0.375]",True,rogan_gladen,True,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),False,False
exp10,gams,dev_P24,40,40,0.15000000000000002,"[-0.025, 0.350]",False,0.14999999999999997,"[-0.026, 0.325]",False,-0.05,"[-0.125, 0.000]",False,0.0,"[0.000, 0.000]",False,0.20099130729903397,"[0.025, 0.375]",True,rogan_gladen,True,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),False,False
exp10,gams,dev_P28,40,40,0.125,"[-0.050, 0.300]",False,0.1,"[-0.075, 0.250]",False,-0.05,"[-0.125, 0.000]",False,0.025,"[0.000, 0.075]",False,0.17019437593141493,"[0.050, 0.300]",True,rogan_gladen,True,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),False,False
exp10,gams,dev_P32,40,40,0.125,"[-0.025, 0.275]",False,0.1,"[-0.050, 0.275]",False,-0.05,"[-0.125, 0.000]",False,0.05,"[0.000, 0.125]",False,0.17019437593141493,"[0.075, 0.300]",True,rogan_gladen,True,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),False,False
exp10,gams,dev_P36,40,40,0.024999999999999994,"[-0.150, 0.200]",False,-0.024999999999999994,"[-0.200, 0.150]",False,-0.05,"[-0.125, 0.000]",False,0.025,"[0.000, 0.075]",False,0.05780989609111212,"[-0.100, 0.200]",False,,False,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),False,False
exp10,gams,dev_P4,40,40,-0.07499999999999996,"[-0.200, 0.050]",False,-0.07499999999999996,"[-0.150, 0.000]",False,-0.925,"[-1.000, -0.825]",True,-0.07500000000000007,"[-0.200, 0.075]",False,-0.043850048921028506,"[-0.150, 0.050]",False,keyword,False,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),False,True
exp10,gams,dev_P40,40,40,0.1,"[-0.075, 0.275]",False,0.07500000000000001,"[-0.100, 0.250]",False,-0.05,"[-0.125, 0.000]",False,0.025,"[0.000, 0.075]",False,0.14310096002354067,"[0.000, 0.300]",False,,False,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),False,False
exp10,gams,dev_P44,40,40,0.07499999999999998,"[-0.075, 0.225]",False,0.024999999999999994,"[-0.150, 0.200]",False,-0.05,"[-0.125, 0.000]",False,0.025,"[0.000, 0.075]",False,0.11274530207901055,"[0.025, 0.225]",True,rogan_gladen,True,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),False,False
exp10,gams,dev_P48,40,40,0.1,"[-0.050, 0.250]",False,0.05000000000000002,"[-0.100, 0.225]",False,-0.05,"[-0.125, 0.000]",False,0.0,"[0.000, 0.000]",False,0.14146983900521262,"[0.050, 0.250]",True,rogan_gladen,True,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),False,False
exp10,gams,dev_P8,40,40,-0.125,"[-0.251, 0.000]",False,-0.07499999999999996,"[-0.200, 0.050]",False,-0.925,"[-1.000, -0.825]",True,-0.10000000000000009,"[-0.250, 0.050]",False,-0.10129912277343289,"[-0.225, 0.000]",False,keyword,False,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),False,True
exp10,gams,dev_S12,40,40,-0.025000000000000022,"[-0.250, 0.200]",False,0.050000000000000044,"[-0.150, 0.250]",False,-0.4,"[-0.550, -0.250]",True,0.35,"[0.175, 0.526]",True,0.006097376738863902,"[-0.200, 0.225]",False,keyword;classifier,False,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),False,True
exp10,gams,dev_S24,40,40,-0.275,"[-0.450, -0.075]",True,-0.19999999999999996,"[-0.400, 0.000]",False,-0.25,"[-0.400, -0.125]",True,0.05,"[0.000, 0.125]",False,-0.2829130862155134,"[-0.450, -0.125]",True,workhorse_broad;classifier,False,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),True,False
exp10,gams,dev_S36,40,40,-0.175,"[-0.300, -0.075]",True,-0.09999999999999998,"[-0.300, 0.125]",False,0.0,"[-0.075, 0.075]",False,0.0,"[0.000, 0.000]",False,-0.08410121633718942,"[-0.175, -0.024]",True,workhorse_broad;keyword;classifier,False,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),True,True
exp10,gams,dev_X3_rand_all,40,40,-0.825,"[-0.926, -0.700]",True,-0.825,"[-0.925, -0.700]",True,-0.30000000000000004,"[-0.450, -0.175]",True,-0.19999999999999996,"[-0.350, -0.075]",True,-0.8872546979209894,"[-0.975, -0.775]",True,,False,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),False,False
exp10,gams,dev_X5_pc_all,40,40,-0.975,"[-1.000, -0.925]",True,-0.975,"[-1.000, -0.925]",True,-0.125,"[-0.250, -0.025]",True,-0.07499999999999996,"[-0.200, 0.025]",False,-1.0,"[-1.000, -1.000]",True,classifier,False,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),False,False
exp11,gemma,B_keyword_t96,170,170,0.5647058823529412,"[0.476, 0.647]",True,0.19999999999999996,"[0.118, 0.282]",True,-0.8352941176470589,"[-0.888, -0.782]",True,0.6235294117647059,"[0.547, 0.700]",True,0.6791679064572567,"[0.600, 0.759]",True,keyword,False,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),False,True
exp11,gemma,C_corrected,170,170,0.38235294117647056,"[0.294, 0.465]",True,0.2882352941176471,"[0.182, 0.388]",True,-0.6941176470588235,"[-0.759, -0.629]",True,0.5058823529411764,"[0.424, 0.588]",True,0.46588813840702537,"[0.388, 0.535]",True,keyword,False,binomial item bootstrap of the (corrected) rates; the Rogan-Gladen gap CI does not propagate Se/Sp uncertainty (the per-cell rg_ci_lo/hi columns in judge_sensitivity_iter4.csv do),False,True
