model,trial,attn_cov0.10,attn_cov0.25,attn_cov0.50,attn_cov0.75,attn_mass,attn_energy,attn_centroid,attn_partic,attn_A1,attn_A2,mlp_cov0.10,mlp_cov0.25,mlp_cov0.50,mlp_cov0.75,mlp_mass,mlp_energy,mlp_centroid,mlp_partic,mlp_A1,mlp_A2,sum_cov0.10,sum_cov0.25,sum_cov0.50,sum_cov0.75,sum_mass,sum_energy,sum_centroid,sum_partic,sum_A1,sum_A2,mean_cos_in_support
gemma,45,41,41,41,41,49.61794339660394,20953645407.97352,27.742820254608773,40.517631795045475,21.609902858088667,8035703666.080819,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,41,41,41,41,49.61794339660394,20953645407.97352,27.742820254608773,40.517631795045475,21.609902858088667,8035703666.080819,0.4070136186720804
gemma,46,19,19,19,19,18.157920781894273,12129607271.921745,38.045271597189625,18.95474441203905,5.687094844998658,796361355.6510544,2,2,2,2,2.22851358628209,873338709.5975204,35.48782578443654,1.9988150103198248,0.735456975577657,94959619.48787881,19,19,19,19,20.386434368176364,14549295225.889853,37.76570810722508,17.12551822517469,6.422551820576314,1059184642.4357685,0.3156917653952255
gemma,47,29,29,29,29,33.17660891578456,17478529389.34352,33.1980855914273,28.533584345668164,19.171577697854005,9586705347.879429,3,1,0,0,0.5595812410034153,103808106.37119898,41.09781185554272,2.7094809181464456,0.4612045519185358,69745695.06813793,29,29,29,29,33.73619015678798,18735682004.758625,33.329118129657516,28.471634847315684,19.63278224977254,10432916713.49589,0.5558854610954033
gemma,48,18,18,18,18,19.389651113071466,7393123780.853401,33.44338371147482,17.841461667809583,11.516693806150485,4390532180.549929,17,15,12,9,12.105910378238077,11234814333.54169,41.019978390449374,14.042732881224103,9.64468921364884,7567036766.537601,23,23,23,23,31.49556149130954,27547260838.88043,36.35559012447082,21.428370853991442,21.161383019799324,18832159979.892296,0.6299660108036711
gemma,49,6,6,4,2,4.0624995245467055,523410299.4061813,29.577702267936136,5.242877877736521,4.0624995245467055,523410299.4061812,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,6,6,4,2,4.0624995245467055,523410299.4061813,29.577702267936136,5.242877877736521,4.0624995245467055,523410299.4061812,1.0
gemma,50,32,32,32,23,26.906871478539557,12523086704.733604,32.749470791915265,31.39241391335032,26.906871478539557,12523086704.733604,31,31,31,31,36.476893482510384,18847020554.19301,32.09615714229205,30.923092356876666,36.47689348251038,18847020554.19301,32,32,32,31,63.38376496104994,61970148635.67207,32.37349356142698,31.367109561950134,63.38376496104994,61970148635.67207,1.0
gemma,51,15,15,13,9,12.71758321149153,12857725451.301308,41.26275994578609,13.7464227535854,12.71758321149153,12857725451.301308,23,23,23,0,16.535257160706955,7323905887.268496,36.17781556312905,22.98001349076229,16.535257160706955,7323905887.268495,23,23,23,15,29.252840372198484,38426790419.274475,38.38847963846128,20.203267466902904,29.25284037219848,38426790419.274475,1.0
gemma,52,17,17,13,6,11.223784155768492,6501444946.950458,39.423393558004264,15.57993431006739,1.659861810639486,110894780.88693851,18,18,18,15,16.06708802047862,12327433840.093094,39.15868152444747,17.65366837481179,2.4847311270701953,198586919.53588086,18,18,18,17,27.290872176247113,36258512840.42308,39.26754835394594,17.10627498365936,4.144592937709682,595117999.4305172,0.16220811596870738
gemma,53,22,22,22,16,18.944903472705313,11816088946.86847,37.30742150430835,21.278206551994625,2.58849062483716,118410314.57138045,39,27,0,0,10.81215928626172,1331252317.7074273,30.146965984277195,36.594997053144596,3.0783496972623308,26169820.21382577,39,27,22,22,29.757062758967038,20947610902.489487,34.70568670703105,27.23239538848488,5.666840322099491,233818812.62260535,0.3092983093273529
gemma,54,37,32,23,7,20.312380148900175,5735151789.257234,31.890609830602106,32.51381796874728,10.230742423655599,3530537237.0640674,24,24,24,0,12.183213933546714,3514989044.9983835,35.50013005318633,23.999999990828975,7.36614482179284,2250629760.477667,37,32,24,24,32.495594082446885,18091219152.477283,33.24388735362979,29.8587677572651,17.596887245448436,11360347759.867474,0.4086032924365519
gemma,55,25,25,24,18,22.19826563043668,12188601179.238548,35.841176568616156,23.71342980922674,22.19826563043668,12188601179.238546,2,2,2,2,2.2735775863954393,1790868425.7745032,39.488791415447466,1.9989954458766839,2.2735775863954384,1790868425.7745028,25,25,24,18,24.47184321683212,17481967994.936718,36.18006135494295,21.069464471142663,24.47184321683212,17481967994.936718,1.0
gemma,56,8,8,8,6,8.236303430746293,12669839190.545162,44.170133121099916,7.317315054559001,5.431608851853774,5156164684.2612295,12,12,10,6,9.383372866165232,7931751641.657799,41.43451153852736,11.128554485614558,7.3348452320075825,4494431567.639032,12,12,11,9,17.61967629691152,37184171280.64748,42.7132756341944,10.350148366955821,12.766454083861356,17202872356.431858,0.7721437426143417
gemma,57,25,25,20,15,21.75315779903687,19227732638.81859,37.84279693448304,21.545949000073623,21.75315779903687,19227732638.818584,23,0,0,0,3.8236092150930316,183483242.57787168,31.600130584103006,26.470823929319906,3.823609215093031,183483242.57787168,27,25,23,18,25.576767014129906,22457452494.58525,36.909546982646766,23.485099381968404,25.576767014129903,22457452494.585247,1.0
gemma,58,9,9,9,7,7.524423234513417,1000391745.5486615,29.00697117816709,8.90611506029158,7.524423234513417,1000391745.5486614,28,28,28,28,29.595425649807197,11633319210.6517,31.542770858891107,27.49609852245477,29.595425649807193,11633319210.6517,28,28,28,28,37.11984888432061,15531663973.343063,31.028748560600697,24.493192262255587,37.119848884320604,15531663973.34306,1.0
gemma,59,38,35,26,12,23.1741218321206,8105078978.577891,31.84289914883628,33.9109719809654,23.1741218321206,8105078978.577891,18,0,0,0,2.246604055682596,103812141.71000724,33.93419067522849,18.81590507234338,2.2466040556825955,103812141.71000724,38,35,26,17,25.4207258878032,9668200428.661554,32.02772093738566,32.96733507017664,25.420725887803197,9668200428.661554,1.0
gemma,60,36,36,36,36,42.07461355608764,22009001323.071453,30.689156182341453,35.24855846769826,42.074613556087634,22009001323.07145,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,36,36,36,36,42.07461355608764,22009001323.071453,30.689156182341453,35.24855846769826,42.074613556087634,22009001323.07145,1.0
gemma,61,33,33,33,25,30.2528263682607,15038894832.517487,32.70558964748252,31.537174482965984,30.2528263682607,15038894832.517483,0,0,0,0,1.7977580017763604,53166236.1299087,33.02386560792056,28.999763844630355,1.7977580017763604,53166236.129908696,33,33,33,27,32.050584370037065,16872169361.834839,32.723442150514735,31.508121116947606,32.05058437003706,16872169361.834839,1.0
gemma,62,22,22,22,22,28.150056931095257,24842354726.44025,36.96688051252975,21.877029287791196,28.150056931095257,24842354726.440247,37,34,26,18,26.362296319362496,5575060723.503486,29.475910043275572,30.34426801217058,26.362296319362496,5575060723.503485,37,35,31,27,54.51235325045776,50607318965.49928,33.34423038912099,28.712697114516985,54.51235325045776,50607318965.49928,1.0
gemma,63,32,32,32,32,32.50362275124142,13416356829.692955,31.554903313976048,31.698621822192987,32.50362275124142,13416356829.692953,17,11,0,0,4.933196309329522,1410236544.500566,39.82606322596338,16.6781863907308,4.933196309329522,1410236544.500566,32,32,32,32,37.43681906057095,22940187014.54737,32.64482645850584,31.314021861596373,37.43681906057094,22940187014.54737,1.0
gemma,64,32,32,32,30,32.064401570834846,9874054726.726198,29.486840960475703,31.210593069670665,32.064401570834846,9874054726.726196,32,32,32,28,30.50237854482337,13875435180.373228,32.428799578535276,31.154967664580127,30.50237854482337,13875435180.373226,34,34,34,33,62.56678011565822,45506984532.32032,30.92109625162821,32.100134895338684,62.56678011565822,45506984532.32032,1.0
gemma,65,29,29,29,26,29.53604696561,15981923842.688284,33.90083416026806,28.07534382391527,29.536046965609998,15981923842.688284,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,29,29,29,26,29.53604696561,15981923842.688284,33.90083416026806,28.07534382391527,29.536046965609998,15981923842.688284,1.0
gemma,66,37,37,37,37,47.36017480044523,25974915437.96913,30.0004143571233,36.53412148930621,22.53979168354878,9740640535.275784,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,37,37,37,37,47.36017480044523,25974915437.96913,30.0004143571233,36.53412148930621,22.53979168354878,9740640535.275784,0.44464126136631
gemma,67,29,29,29,29,34.776764064104455,19957268956.132034,33.072826031995184,28.993809662638093,34.77676406410445,19957268956.132034,10,6,0,0,2.694431702428913,942674011.9844091,43.07204704034555,9.803640072534066,2.694431702428913,942674011.9844091,29,29,29,29,37.47119576653337,28413274482.51015,33.79183746286485,28.693482064604126,37.47119576653336,28413274482.51015,1.0
gemma,68,32,32,32,32,39.50053085911776,21647833081.40275,31.659572254189477,31.986163693294458,39.50053085911776,21647833081.40275,6,0,0,0,1.0887513404803597,193095877.18186915,43.84267164189999,8.099702778112766,1.0887513404803597,193095877.18186915,32,32,32,32,40.589282199598124,25213498217.372223,31.98636704017134,31.900683691082488,40.58928219959812,25213498217.372223,1.0
gemma,69,13,13,11,5,8.83430455216307,6706575988.482939,41.481478143209834,12.229373985765239,1.0704793534154764,82631229.34044185,17,17,17,17,19.318926355851445,19394069650.18626,39.57278168809653,16.75793987724505,2.7174125040699635,269527747.4422039,17,17,17,17,28.153230908014514,48095051477.00961,40.171718479301724,15.825676257495777,3.78789185748544,623773689.4279861,0.1461498492603954
gemma,70,29,29,29,28,29.220354544950656,10088812279.853416,30.9211992696934,28.33594635095139,29.220354544950652,10088812279.853416,30,30,30,29,28.458525859669535,12789344755.548416,32.94243239348135,29.622851760774626,28.458525859669535,12789344755.548416,31,31,31,31,57.67888040462019,43943323487.72291,31.91846750233289,29.613180096803863,57.67888040462019,43943323487.7229,1.0
gemma,71,38,38,38,33,36.00987258237735,12244723892.809319,29.20544637178759,37.010116454687044,36.00987258237735,12244723892.809319,32,32,32,27,30.318980263580983,11916433428.024334,31.870088480293948,31.067739559164632,30.318980263580983,11916433428.024334,38,38,38,33,66.32885284595832,48297614597.57126,30.423456755367354,34.90570122708376,66.32885284595832,48297614597.57126,1.0
gemma,72,28,28,28,28,31.924303427976668,19217512626.871883,33.981814640554795,27.799254198192695,31.924303427976664,19217512626.87188,41,41,41,31,34.76838930800507,9612588568.717323,27.635290676199393,40.18645126588475,34.76838930800507,9612588568.717323,41,41,41,33,66.69269273598174,55745741538.68356,30.67323004315641,35.733130539908124,66.69269273598172,55745741538.68355,1.0
gemma,73,42,42,42,39,46.97471650218435,18093761423.17398,27.82436387283136,40.38937324878892,46.97471650218435,18093761423.17398,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,42,42,42,39,46.97471650218435,18093761423.17398,27.82436387283136,40.38937324878892,46.97471650218435,18093761423.17398,1.0
gemma,74,24,24,24,24,27.622861770700915,19896249501.401314,36.03953370658564,23.680535391809784,18.292444826239876,12020623312.231068,39,33,12,0,15.798788635647849,2138986233.1762223,29.294362644809286,34.83362565325748,7.303697192479865,1186678125.751911,39,34,24,24,43.42165040634877,34501080266.97442,33.58533100081488,28.94572572093818,25.59614201871974,20590436307.40136,0.4200547101716218
gemma,75,17,17,17,17,16.42153026364089,3656023187.9049535,30.951410616714927,16.75328469453728,16.42153026364089,3656023187.9049535,31,31,31,25,32.47060949225027,20746244833.835403,33.933578423989935,29.094043263872425,32.47060949225027,20746244833.8354,31,31,31,25,48.89213975589116,33875398496.52291,32.93194995890478,26.891448145677707,48.89213975589115,33875398496.522903,1.0
