model,trial,phase,keyword_count,kl,direction_scope,direction_index,params_json,abl_params_json
gams,12,startup,37,0.12338127195835114,per layer,,"{""attn.o_proj.max_weight"": 0.8332876454127116, ""attn.o_proj.max_weight_position"": 39.76311779302705, ""attn.o_proj.min_weight"": 0.990646778214411, ""attn.o_proj.min_weight_distance"": 26.154464997110523, ""direction_index"": 32.39548365430694, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.8967944773623366, ""mlp.down_proj.max_weight_position"": 33.356490818881134, ""mlp.down_proj.min_weight"": 0.38644126852553917, ""mlp.down_proj.min_weight_distance"": 24.23166313152547}","{""attn.o_proj"": {""max_weight"": 0.8332876454127116, ""max_weight_position"": 39.76311779302705, ""min_weight"": 0.8254937212539754, ""min_weight_distance"": 26.154464997110523}, ""mlp.down_proj"": {""max_weight"": 0.8967944773623366, ""max_weight_position"": 33.356490818881134, ""min_weight"": 0.3465583954385993, ""min_weight_distance"": 24.23166313152547}}"
gams,13,startup,40,0.129289910197258,per layer,,"{""attn.o_proj.max_weight"": 0.9363783810360451, ""attn.o_proj.max_weight_position"": 41.56471237332608, ""attn.o_proj.min_weight"": 0.4562498346577709, ""attn.o_proj.min_weight_distance"": 21.938357853094445, ""direction_index"": 26.61376943579272, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 1.0268663580579784, ""mlp.down_proj.max_weight_position"": 29.973757281833382, ""mlp.down_proj.min_weight"": 0.20594758811356462, ""mlp.down_proj.min_weight_distance"": 26.445093082979383}","{""attn.o_proj"": {""max_weight"": 0.9363783810360451, ""max_weight_position"": 41.56471237332608, ""min_weight"": 0.4272224815248068, ""min_weight_distance"": 21.938357853094445}, ""mlp.down_proj"": {""max_weight"": 1.0268663580579784, ""max_weight_position"": 29.973757281833382, ""min_weight"": 0.2114806497570007, ""min_weight_distance"": 26.445093082979383}}"
gams,14,startup,43,0.02044781669974327,global,39.943257682984225,"{""attn.o_proj.max_weight"": 0.835885835595857, ""attn.o_proj.max_weight_position"": 37.89984032276931, ""attn.o_proj.min_weight"": 0.8163433096299509, ""attn.o_proj.min_weight_distance"": 25.944772312759888, ""direction_index"": 39.943257682984225, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 1.3525950736771932, ""mlp.down_proj.max_weight_position"": 40.64798337499344, ""mlp.down_proj.min_weight"": 0.2406625355262717, ""mlp.down_proj.min_weight_distance"": 25.27903618893159}","{""attn.o_proj"": {""max_weight"": 0.835885835595857, ""max_weight_position"": 37.89984032276931, ""min_weight"": 0.682369809503119, ""min_weight_distance"": 25.944772312759888}, ""mlp.down_proj"": {""max_weight"": 1.3525950736771932, ""max_weight_position"": 40.64798337499344, ""min_weight"": 0.3255189599714976, ""min_weight_distance"": 25.27903618893159}}"
gams,15,startup,38,0.10323606431484222,per layer,,"{""attn.o_proj.max_weight"": 0.8964048973096775, ""attn.o_proj.max_weight_position"": 31.05792147852202, ""attn.o_proj.min_weight"": 0.8520826582144962, ""attn.o_proj.min_weight_distance"": 2.3455480307323677, ""direction_index"": 29.424054714437975, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 1.0991098142655695, ""mlp.down_proj.max_weight_position"": 30.691762425024322, ""mlp.down_proj.min_weight"": 0.17895748144278678, ""mlp.down_proj.min_weight_distance"": 19.028140495524873}","{""attn.o_proj"": {""max_weight"": 0.8964048973096775, ""max_weight_position"": 31.05792147852202, ""min_weight"": 0.7638110677361226, ""min_weight_distance"": 2.3455480307323677}, ""mlp.down_proj"": {""max_weight"": 1.0991098142655695, ""max_weight_position"": 30.691762425024322, ""min_weight"": 0.1966939241900155, ""min_weight_distance"": 19.028140495524873}}"
gams,16,startup,48,0.017741773277521133,per layer,,"{""attn.o_proj.max_weight"": 1.0680706940417368, ""attn.o_proj.max_weight_position"": 41.50794319650778, ""attn.o_proj.min_weight"": 0.3200605367444218, ""attn.o_proj.min_weight_distance"": 13.682071495133789, ""direction_index"": 36.5128017103479, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 1.4729156469167977, ""mlp.down_proj.max_weight_position"": 34.638401305588324, ""mlp.down_proj.min_weight"": 0.8308376794396154, ""mlp.down_proj.min_weight_distance"": 6.4386081250546505}","{""attn.o_proj"": {""max_weight"": 1.0680706940417368, ""max_weight_position"": 41.50794319650778, ""min_weight"": 0.34184727961598543, ""min_weight_distance"": 13.682071495133789}, ""mlp.down_proj"": {""max_weight"": 1.4729156469167977, ""max_weight_position"": 34.638401305588324, ""min_weight"": 1.2237538180946521, ""min_weight_distance"": 6.4386081250546505}}"
gams,17,startup,29,0.13268724083900452,per layer,,"{""attn.o_proj.max_weight"": 1.357875759158727, ""attn.o_proj.max_weight_position"": 40.34015137299733, ""attn.o_proj.min_weight"": 0.7852726966760378, ""attn.o_proj.min_weight_distance"": 17.95377962723959, ""direction_index"": 41.73418954369566, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 1.1033095976232539, ""mlp.down_proj.max_weight_position"": 29.7607390164875, ""mlp.down_proj.min_weight"": 0.2733348089322023, ""mlp.down_proj.min_weight_distance"": 20.952519265995765}","{""attn.o_proj"": {""max_weight"": 1.357875759158727, ""max_weight_position"": 40.34015137299733, ""min_weight"": 1.0663027591455956, ""min_weight_distance"": 17.95377962723959}, ""mlp.down_proj"": {""max_weight"": 1.1033095976232539, ""max_weight_position"": 29.7607390164875, ""min_weight"": 0.3015729180594171, ""min_weight_distance"": 20.952519265995765}}"
gams,18,startup,41,0.03700786828994751,per layer,,"{""attn.o_proj.max_weight"": 1.4600845769373272, ""attn.o_proj.max_weight_position"": 33.52774624456928, ""attn.o_proj.min_weight"": 0.17645082631373987, ""attn.o_proj.min_weight_distance"": 2.6756619473540098, ""direction_index"": 41.696778913113974, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 1.0094260421633905, ""mlp.down_proj.max_weight_position"": 37.549418241265904, ""mlp.down_proj.min_weight"": 0.030912815971094743, ""mlp.down_proj.min_weight_distance"": 21.724298238503227}","{""attn.o_proj"": {""max_weight"": 1.4600845769373272, ""max_weight_position"": 33.52774624456928, ""min_weight"": 0.25763313008853866, ""min_weight_distance"": 2.6756619473540098}, ""mlp.down_proj"": {""max_weight"": 1.0094260421633905, ""max_weight_position"": 37.549418241265904, ""min_weight"": 0.031204201477827414, ""min_weight_distance"": 21.724298238503227}}"
gams,19,startup,53,0.026471225544810295,per layer,,"{""attn.o_proj.max_weight"": 1.0561482615563043, ""attn.o_proj.max_weight_position"": 38.67596705702728, ""attn.o_proj.min_weight"": 0.3865526361074135, ""attn.o_proj.min_weight_distance"": 7.083439272377054, ""direction_index"": 39.2749781381899, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.4170801968458937, ""mlp.down_proj.max_weight_position"": 35.16049684344917, ""mlp.down_proj.min_weight"": 0.5087476340557078, ""mlp.down_proj.min_weight_distance"": 21.90193227494506}","{""attn.o_proj"": {""max_weight"": 1.0561482615563043, ""max_weight_position"": 38.67596705702728, ""min_weight"": 0.4082568946248515, ""min_weight_distance"": 7.083439272377054}, ""mlp.down_proj"": {""max_weight"": 0.4170801968458937, ""max_weight_position"": 35.16049684344917, ""min_weight"": 0.2121885633568373, ""min_weight_distance"": 21.90193227494506}}"
gams,20,startup,94,0.0032461946830153465,per layer,,"{""attn.o_proj.max_weight"": 1.1320628827291712, ""attn.o_proj.max_weight_position"": 43.06944420155723, ""attn.o_proj.min_weight"": 0.2969240942165984, ""attn.o_proj.min_weight_distance"": 13.772615878159286, ""direction_index"": 31.75517326576601, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": -0.03885969144083759, ""mlp.down_proj.max_weight_position"": 35.886245912624645, ""mlp.down_proj.min_weight"": 0.9511417312161701, ""mlp.down_proj.min_weight_distance"": 10.434823064679618}","{""attn.o_proj"": {""max_weight"": 1.1320628827291712, ""max_weight_position"": 43.06944420155723, ""min_weight"": 0.3361367460505904, ""min_weight_distance"": 13.772615878159286}, ""mlp.down_proj"": {""max_weight"": 0.0, ""max_weight_position"": 35.886245912624645, ""min_weight"": 0.0, ""min_weight_distance"": 10.434823064679618}}"
gams,21,startup,76,0.006926752161234617,global,39.6387281607985,"{""attn.o_proj.max_weight"": 1.4301949665423357, ""attn.o_proj.max_weight_position"": 36.392552533792326, ""attn.o_proj.min_weight"": 0.9810916982268031, ""attn.o_proj.min_weight_distance"": 17.49396062880361, ""direction_index"": 39.6387281607985, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 0.08698658194620307, ""mlp.down_proj.max_weight_position"": 39.93273278992113, ""mlp.down_proj.min_weight"": 0.013363461805310672, ""mlp.down_proj.min_weight_distance"": 24.63249457778986}","{""attn.o_proj"": {""max_weight"": 1.4301949665423357, ""max_weight_position"": 36.392552533792326, ""min_weight"": 1.4031524085204459, ""min_weight_distance"": 17.49396062880361}, ""mlp.down_proj"": {""max_weight"": 0.08698658194620307, ""max_weight_position"": 39.93273278992113, ""min_weight"": 0.0011624418654126115, ""min_weight_distance"": 24.63249457778986}}"
gams,22,startup,98,0.0023509168531745672,global,35.24217725632163,"{""attn.o_proj.max_weight"": 1.2974141969457884, ""attn.o_proj.max_weight_position"": 35.201739466843364, ""attn.o_proj.min_weight"": 0.6040786281758774, ""attn.o_proj.min_weight_distance"": 8.36714298013477, ""direction_index"": 35.24217725632163, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 0.6095923779483639, ""mlp.down_proj.max_weight_position"": 41.99575096402623, ""mlp.down_proj.min_weight"": 0.20133045996383636, ""mlp.down_proj.min_weight_distance"": 2.575567862052804}","{""attn.o_proj"": {""max_weight"": 1.2974141969457884, ""max_weight_position"": 35.201739466843364, ""min_weight"": 0.7837401882669195, ""min_weight_distance"": 8.36714298013477}, ""mlp.down_proj"": {""max_weight"": 0.6095923779483639, ""max_weight_position"": 41.99575096402623, ""min_weight"": 0.12272951384279288, ""min_weight_distance"": 2.575567862052804}}"
gams,23,startup,75,0.007668725214898586,per layer,,"{""attn.o_proj.max_weight"": 1.2695143510990616, ""attn.o_proj.max_weight_position"": 46.323568474295556, ""attn.o_proj.min_weight"": 0.90235766846125, ""attn.o_proj.min_weight_distance"": 5.115577405065065, ""direction_index"": 30.283982495084192, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.9524147209894394, ""mlp.down_proj.max_weight_position"": 39.06705437907602, ""mlp.down_proj.min_weight"": 0.8243785882114625, ""mlp.down_proj.min_weight_distance"": 6.790762780069242}","{""attn.o_proj"": {""max_weight"": 1.2695143510990616, ""max_weight_position"": 46.323568474295556, ""min_weight"": 1.145556009935846, ""min_weight_distance"": 5.115577405065065}, ""mlp.down_proj"": {""max_weight"": 0.9524147209894394, ""max_weight_position"": 39.06705437907602, ""min_weight"": 0.7851503030810879, ""min_weight_distance"": 6.790762780069242}}"
gams,24,startup,97,0.003826121799647808,global,26.55538795597595,"{""attn.o_proj.max_weight"": 1.0653373327811184, ""attn.o_proj.max_weight_position"": 39.62961230431494, ""attn.o_proj.min_weight"": 0.42216158144331806, ""attn.o_proj.min_weight_distance"": 5.990235170259625, ""direction_index"": 26.55538795597595, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 0.2706335441484039, ""mlp.down_proj.max_weight_position"": 28.630584969863552, ""mlp.down_proj.min_weight"": 0.3125834217850647, ""mlp.down_proj.min_weight_distance"": 24.032689582597857}","{""attn.o_proj"": {""max_weight"": 1.0653373327811184, ""max_weight_position"": 39.62961230431494, ""min_weight"": 0.44974449317748333, ""min_weight_distance"": 5.990235170259625}, ""mlp.down_proj"": {""max_weight"": 0.2706335441484039, ""max_weight_position"": 28.630584969863552, ""min_weight"": 0.08459555927972746, ""min_weight_distance"": 24.032689582597857}}"
gams,25,startup,90,0.004916857462376356,per layer,,"{""attn.o_proj.max_weight"": 1.2247167280938642, ""attn.o_proj.max_weight_position"": 35.26442724278242, ""attn.o_proj.min_weight"": 0.15826000240125515, ""attn.o_proj.min_weight_distance"": 12.831610330048825, ""direction_index"": 40.36854733102791, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 1.2800055138030604, ""mlp.down_proj.max_weight_position"": 31.291068057743274, ""mlp.down_proj.min_weight"": 0.7633169188677613, ""mlp.down_proj.min_weight_distance"": 1.161761637891793}","{""attn.o_proj"": {""max_weight"": 1.2247167280938642, ""max_weight_position"": 35.26442724278242, ""min_weight"": 0.1938236723289923, ""min_weight_distance"": 12.831610330048825}, ""mlp.down_proj"": {""max_weight"": 1.2800055138030604, ""max_weight_position"": 31.291068057743274, ""min_weight"": 0.9770498649298978, ""min_weight_distance"": 1.161761637891793}}"
gams,26,startup,41,0.021743278950452805,per layer,,"{""attn.o_proj.max_weight"": 1.4798153967528422, ""attn.o_proj.max_weight_position"": 45.4801264601527, ""attn.o_proj.min_weight"": 0.9004760203170599, ""attn.o_proj.min_weight_distance"": 14.877065247721916, ""direction_index"": 27.896474918780825, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.4038972763468962, ""mlp.down_proj.max_weight_position"": 36.11460301543343, ""mlp.down_proj.min_weight"": 0.3617287958676807, ""mlp.down_proj.min_weight_distance"": 21.835880810362525}","{""attn.o_proj"": {""max_weight"": 1.4798153967528422, ""max_weight_position"": 45.4801264601527, ""min_weight"": 1.3325382792719103, ""min_weight_distance"": 14.877065247721916}, ""mlp.down_proj"": {""max_weight"": 0.4038972763468962, ""max_weight_position"": 36.11460301543343, ""min_weight"": 0.14610127542719864, ""min_weight_distance"": 21.835880810362525}}"
gams,27,startup,55,0.018946880474686623,per layer,,"{""attn.o_proj.max_weight"": 0.8841911092814221, ""attn.o_proj.max_weight_position"": 44.7696738560775, ""attn.o_proj.min_weight"": 0.9826922047808109, ""attn.o_proj.min_weight_distance"": 1.9872512057422949, ""direction_index"": 30.696732416876323, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 1.1158612901502984, ""mlp.down_proj.max_weight_position"": 31.680250051903112, ""mlp.down_proj.min_weight"": 0.36061925630007785, ""mlp.down_proj.min_weight_distance"": 6.525592109183158}","{""attn.o_proj"": {""max_weight"": 0.8841911092814221, ""max_weight_position"": 44.7696738560775, ""min_weight"": 0.8688877106273516, ""min_weight_distance"": 1.9872512057422949}, ""mlp.down_proj"": {""max_weight"": 1.1158612901502984, ""max_weight_position"": 31.680250051903112, ""min_weight"": 0.40240106858804603, ""min_weight_distance"": 6.525592109183158}}"
gams,28,startup,97,0.0038126420695334673,global,20.233554755242718,"{""attn.o_proj.max_weight"": 1.216354793845631, ""attn.o_proj.max_weight_position"": 30.446878814462707, ""attn.o_proj.min_weight"": 0.4682292310071259, ""attn.o_proj.min_weight_distance"": 13.113413698291042, ""direction_index"": 20.233554755242718, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 0.7445587739129004, ""mlp.down_proj.max_weight_position"": 42.91065678546928, ""mlp.down_proj.min_weight"": 0.343805421517836, ""mlp.down_proj.min_weight_distance"": 14.842234172539836}","{""attn.o_proj"": {""max_weight"": 1.216354793845631, ""max_weight_position"": 30.446878814462707, ""min_weight"": 0.569532869754171, ""min_weight_distance"": 13.113413698291042}, ""mlp.down_proj"": {""max_weight"": 0.7445587739129004, ""max_weight_position"": 42.91065678546928, ""min_weight"": 0.2559833431099279, ""min_weight_distance"": 14.842234172539836}}"
gams,29,startup,43,0.09113169461488724,per layer,,"{""attn.o_proj.max_weight"": 1.4238371390366562, ""attn.o_proj.max_weight_position"": 44.74611312183379, ""attn.o_proj.min_weight"": 0.24959163603575696, ""attn.o_proj.min_weight_distance"": 1.6579998014257415, ""direction_index"": 31.287786757631586, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 1.377852220659138, ""mlp.down_proj.max_weight_position"": 35.5717159307472, ""mlp.down_proj.min_weight"": 0.11608579037255062, ""mlp.down_proj.min_weight_distance"": 21.648546259249777}","{""attn.o_proj"": {""max_weight"": 1.4238371390366562, ""max_weight_position"": 44.74611312183379, ""min_weight"": 0.3553778409806306, ""min_weight_distance"": 1.6579998014257415}, ""mlp.down_proj"": {""max_weight"": 1.377852220659138, ""max_weight_position"": 35.5717159307472, ""min_weight"": 0.15994906405179005, ""min_weight_distance"": 21.648546259249777}}"
