00:01:54|INFO   |tier 1: 3935 cases in 394 batches
00:04:45|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:45|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:45|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:45|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:46|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:46|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:46|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:46|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:46|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:46|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:46|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:46|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:46|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:46|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:47|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:47|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:47|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:47|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:47|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:47|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:47|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:47|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:47|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:47|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:47|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:47|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:47|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:47|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:47|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:48|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:48|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:48|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:48|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:48|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:48|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:48|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:48|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:48|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:49|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:49|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:49|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:49|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:49|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:49|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:49|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:49|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:49|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:49|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:49|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:49|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:49|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:49|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:49|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:50|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:50|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:50|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:50|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:50|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:50|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:50|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:50|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:50|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:51|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:51|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:51|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:51|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:51|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:51|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:51|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:51|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:51|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:51|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:51|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:51|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:51|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:52|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:52|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:52|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:52|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:52|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:52|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:52|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:52|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:52|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:52|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:53|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:53|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:53|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:53|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:53|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:53|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:53|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:53|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:53|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:53|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:53|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:53|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
00:04:53|WARNING|batch attempt 0: {'error': {'code': 'aii_run_budget_exhausted', 'message': "AI Inventor per-run OpenRouter budget reached for Test idea: $7.05 of $7.00 spent by this run in that phase. This is AI Inventor's internal l
